case_id,disease,language,transcript,symptom_keys,symptom_count,template_id,split,source
PC-02343,Tuberculosis,english,"My symptoms include blood in sputum, breathlessness, chest pain, chills, cough, fatigue, loss of appetite, malaise, mild fever, phlegm, sweating, swelled lymph nodes, vomiting, weight loss and yellowing of eyes.",blood_in_sputum;breathlessness;chest_pain;chills;cough;fatigue;loss_of_appetite;malaise;mild_fever;phlegm;sweating;swelled_lymph_nodes;vomiting;weight_loss;yellowing_of_eyes,15,en_3,train,archive_source/dataset.csv
PC-02344,Tuberculosis,english,"For the past week I have experienced blood in sputum, breathlessness, chest pain, chills, cough, fatigue, loss of appetite, malaise, mild fever, phlegm, sweating, swelled lymph nodes, vomiting, weight loss and yellowing of eyes.",blood_in_sputum;breathlessness;chest_pain;chills;cough;fatigue;loss_of_appetite;malaise;mild_fever;phlegm;sweating;swelled_lymph_nodes;vomiting;weight_loss;yellowing_of_eyes,15,en_4,train,archive_source/dataset.csv
PC-02345,Tuberculosis,english,"I came in because of blood in sputum, breathlessness, chest pain, chills, cough, fatigue, loss of appetite, malaise, mild fever, phlegm, sweating, swelled lymph nodes, vomiting, weight loss and yellowing of eyes.",blood_in_sputum;breathlessness;chest_pain;chills;cough;fatigue;loss_of_appetite;malaise;mild_fever;phlegm;sweating;swelled_lymph_nodes;vomiting;weight_loss;yellowing_of_eyes,15,en_5,train,archive_source/dataset.csv
PC-02346,Tuberculosis,english,"Lately I feel blood in sputum, breathlessness, chest pain, chills, cough, fatigue, loss of appetite, malaise, mild fever, phlegm, sweating, swelled lymph nodes, vomiting, weight loss and yellowing of eyes.",blood_in_sputum;breathlessness;chest_pain;chills;cough;fatigue;loss_of_appetite;malaise;mild_fever;phlegm;sweating;swelled_lymph_nodes;vomiting;weight_loss;yellowing_of_eyes,15,en_6,train,archive_source/dataset.csv
PC-02347,Tuberculosis,hiligaynon,"May blood in sputum, ginabudlayan ginhawa, hapdi dughan, mabinugnaw, ubo, kakapoy, loss of appetite, malaise, gamay nga hilanat, phlegm, sweating, swelled lymph nodes, nagsuka, weight loss, kag yellowing of eyes ako.",blood_in_sputum;breathlessness;chest_pain;chills;cough;fatigue;loss_of_appetite;malaise;mild_fever;phlegm;sweating;swelled_lymph_nodes;vomiting;weight_loss;yellowing_of_eyes,15,hil_1,train,archive_source/dataset.csv
PC-02348,Tuberculosis,hiligaynon,"Ang pasyente may blood in sputum, ginabudlayan ginhawa, hapdi dughan, mabinugnaw, ubo, kakapoy, loss of appetite, malaise, gamay nga hilanat, phlegm, sweating, swelled lymph nodes, nagsuka, weight loss, kag yellowing of eyes.",blood_in_sputum;breathlessness;chest_pain;chills;cough;fatigue;loss_of_appetite;malaise;mild_fever;phlegm;sweating;swelled_lymph_nodes;vomiting;weight_loss;yellowing_of_eyes,15,hil_2,train,archive_source/dataset.csv
PC-02349,Tuberculosis,hiligaynon,"Nagabalati ako sang blood in sputum, ginabudlayan ginhawa, hapdi dughan, mabinugnaw, ubo, kakapoy, loss of appetite, malaise, gamay nga hilanat, phlegm, sweating, swelled lymph nodes, nagsuka, weight loss, kag yellowing of eyes.",blood_in_sputum;breathlessness;chest_pain;chills;cough;fatigue;loss_of_appetite;malaise;mild_fever;phlegm;sweating;swelled_lymph_nodes;vomiting;weight_loss;yellowing_of_eyes,15,hil_3,train,archive_source/dataset.csv
PC-02350,Tuberculosis,hiligaynon,"Subong may blood in sputum, ginabudlayan ginhawa, hapdi dughan, mabinugnaw, ubo, kakapoy, loss of appetite, malaise, gamay nga hilanat, phlegm, sweating, swelled lymph nodes, nagsuka, weight loss, kag yellowing of eyes ang pasyente.",blood_in_sputum;breathlessness;chest_pain;chills;cough;fatigue;loss_of_appetite;malaise;mild_fever;phlegm;sweating;swelled_lymph_nodes;vomiting;weight_loss;yellowing_of_eyes,15,hil_4,train,archive_source/dataset.csv
PC-02351,Tuberculosis,hiligaynon,"Kag blood in sputum, ginabudlayan ginhawa, hapdi dughan, mabinugnaw, ubo, kakapoy, loss of appetite, malaise, gamay nga hilanat, phlegm, sweating, swelled lymph nodes, nagsuka, weight loss, kag yellowing of eyes ko sa sulod sang isa ka semana.",blood_in_sputum;breathlessness;chest_pain;chills;cough;fatigue;loss_of_appetite;malaise;mild_fever;phlegm;sweating;swelled_lymph_nodes;vomiting;weight_loss;yellowing_of_eyes,15,hil_5,train,archive_source/dataset.csv
PC-02352,Tuberculosis,mixed,"May blood in sputum kag ginabudlayan ginhawa ang pasyente. Also reports chest pain, chills, cough, fatigue, loss of appetite, malaise, mild fever, phlegm, sweating, swelled lymph nodes, vomiting, weight loss and yellowing of eyes.",blood_in_sputum;breathlessness;chest_pain;chills;cough;fatigue;loss_of_appetite;malaise;mild_fever;phlegm;sweating;swelled_lymph_nodes;vomiting;weight_loss;yellowing_of_eyes,15,mixed_1,train,archive_source/dataset.csv
PC-02353,Tuberculosis,english,"I have been having blood in sputum, chest pain, chills, cough, fatigue, high fever, loss of appetite, malaise, mild fever, phlegm, sweating, swelled lymph nodes, vomiting, weight loss and yellowing of eyes for a few days.",blood_in_sputum;chest_pain;chills;cough;fatigue;high_fever;loss_of_appetite;malaise;mild_fever;phlegm;sweating;swelled_lymph_nodes;vomiting;weight_loss;yellowing_of_eyes,15,en_1,train,archive_source/dataset.csv
PC-02354,Tuberculosis,english,"The patient complains of blood in sputum, chest pain, chills, cough, fatigue, high fever, loss of appetite, malaise, mild fever, phlegm, sweating, swelled lymph nodes, vomiting, weight loss and yellowing of eyes.",blood_in_sputum;chest_pain;chills;cough;fatigue;high_fever;loss_of_appetite;malaise;mild_fever;phlegm;sweating;swelled_lymph_nodes;vomiting;weight_loss;yellowing_of_eyes,15,en_2,train,archive_source/dataset.csv
PC-02355,Tuberculosis,english,"My symptoms include blood in sputum, chest pain, chills, cough, fatigue, high fever, loss of appetite, malaise, mild fever, phlegm, sweating, swelled lymph nodes, vomiting, weight loss and yellowing of eyes.",blood_in_sputum;chest_pain;chills;cough;fatigue;high_fever;loss_of_appetite;malaise;mild_fever;phlegm;sweating;swelled_lymph_nodes;vomiting;weight_loss;yellowing_of_eyes,15,en_3,train,archive_source/dataset.csv
PC-02356,Tuberculosis,english,"For the past week I have experienced blood in sputum, chest pain, chills, cough, fatigue, high fever, loss of appetite, malaise, mild fever, phlegm, sweating, swelled lymph nodes, vomiting, weight loss and yellowing of eyes.",blood_in_sputum;chest_pain;chills;cough;fatigue;high_fever;loss_of_appetite;malaise;mild_fever;phlegm;sweating;swelled_lymph_nodes;vomiting;weight_loss;yellowing_of_eyes,15,en_4,train,archive_source/dataset.csv
PC-02357,Tuberculosis,english,"I came in because of blood in sputum, chest pain, chills, cough, fatigue, high fever, loss of appetite, malaise, mild fever, phlegm, sweating, swelled lymph nodes, vomiting, weight loss and yellowing of eyes.",blood_in_sputum;chest_pain;chills;cough;fatigue;high_fever;loss_of_appetite;malaise;mild_fever;phlegm;sweating;swelled_lymph_nodes;vomiting;weight_loss;yellowing_of_eyes,15,en_5,train,archive_source/dataset.csv
PC-02358,Tuberculosis,english,"Lately I feel blood in sputum, chest pain, chills, cough, fatigue, high fever, loss of appetite, malaise, mild fever, phlegm, sweating, swelled lymph nodes, vomiting, weight loss and yellowing of eyes.",blood_in_sputum;chest_pain;chills;cough;fatigue;high_fever;loss_of_appetite;malaise;mild_fever;phlegm;sweating;swelled_lymph_nodes;vomiting;weight_loss;yellowing_of_eyes,15,en_6,train,archive_source/dataset.csv
PC-02359,Tuberculosis,hiligaynon,"May blood in sputum, hapdi dughan, ginapanas-an, ubo, ginakapoy, ginahilanat, loss of appetite, malaise, gamay nga hilanat, phlegm, sweating, swelled lymph nodes, nagsuka, weight loss, kag yellowing of eyes ako.",blood_in_sputum;chest_pain;chills;cough;fatigue;high_fever;loss_of_appetite;malaise;mild_fever;phlegm;sweating;swelled_lymph_nodes;vomiting;weight_loss;yellowing_of_eyes,15,hil_1,train,archive_source/dataset.csv
PC-02360,Tuberculosis,hiligaynon,"Ang pasyente may blood in sputum, hapdi dughan, ginapanas-an, ubo, ginakapoy, ginahilanat, loss of appetite, malaise, gamay nga hilanat, phlegm, sweating, swelled lymph nodes, nagsuka, weight loss, kag yellowing of eyes.",blood_in_sputum;chest_pain;chills;cough;fatigue;high_fever;loss_of_appetite;malaise;mild_fever;phlegm;sweating;swelled_lymph_nodes;vomiting;weight_loss;yellowing_of_eyes,15,hil_2,train,archive_source/dataset.csv
PC-02361,Tuberculosis,hiligaynon,"Nagabalati ako sang blood in sputum, hapdi dughan, ginapanas-an, ubo, ginakapoy, ginahilanat, loss of appetite, malaise, gamay nga hilanat, phlegm, sweating, swelled lymph nodes, nagsuka, weight loss, kag yellowing of eyes.",blood_in_sputum;chest_pain;chills;cough;fatigue;high_fever;loss_of_appetite;malaise;mild_fever;phlegm;sweating;swelled_lymph_nodes;vomiting;weight_loss;yellowing_of_eyes,15,hil_3,train,archive_source/dataset.csv
PC-02362,Tuberculosis,hiligaynon,"Subong may blood in sputum, hapdi dughan, ginapanas-an, ubo, ginakapoy, ginahilanat, loss of appetite, malaise, gamay nga hilanat, phlegm, sweating, swelled lymph nodes, nagsuka, weight loss, kag yellowing of eyes ang pasyente.",blood_in_sputum;chest_pain;chills;cough;fatigue;high_fever;loss_of_appetite;malaise;mild_fever;phlegm;sweating;swelled_lymph_nodes;vomiting;weight_loss;yellowing_of_eyes,15,hil_4,train,archive_source/dataset.csv
PC-02363,Tuberculosis,hiligaynon,"Kag blood in sputum, hapdi dughan, ginapanas-an, ubo, ginakapoy, ginahilanat, loss of appetite, malaise, gamay nga hilanat, phlegm, sweating, swelled lymph nodes, nagsuka, weight loss, kag yellowing of eyes ko sa sulod sang isa ka semana.",blood_in_sputum;chest_pain;chills;cough;fatigue;high_fever;loss_of_appetite;malaise;mild_fever;phlegm;sweating;swelled_lymph_nodes;vomiting;weight_loss;yellowing_of_eyes,15,hil_5,train,archive_source/dataset.csv
PC-02364,Tuberculosis,mixed,"May blood in sputum kag hapdi dughan ang pasyente. Also reports chills, cough, fatigue, high fever, loss of appetite, malaise, mild fever, phlegm, sweating, swelled lymph nodes, vomiting, weight loss and yellowing of eyes.",blood_in_sputum;chest_pain;chills;cough;fatigue;high_fever;loss_of_appetite;malaise;mild_fever;phlegm;sweating;swelled_lymph_nodes;vomiting;weight_loss;yellowing_of_eyes,15,mixed_1,train,archive_source/dataset.csv
PC-02365,Tuberculosis,english,"I have been having blood in sputum, breathlessness, chest pain, chills, cough, fatigue, high fever, loss of appetite, malaise, mild fever, phlegm, swelled lymph nodes, vomiting, weight loss and yellowing of eyes for a few days.",blood_in_sputum;breathlessness;chest_pain;chills;cough;fatigue;high_fever;loss_of_appetite;malaise;mild_fever;phlegm;swelled_lymph_nodes;vomiting;weight_loss;yellowing_of_eyes,15,en_1,train,archive_source/dataset.csv
PC-02366,Tuberculosis,english,"The patient complains of blood in sputum, breathlessness, chest pain, chills, cough, fatigue, high fever, loss of appetite, malaise, mild fever, phlegm, swelled lymph nodes, vomiting, weight loss and yellowing of eyes.",blood_in_sputum;breathlessness;chest_pain;chills;cough;fatigue;high_fever;loss_of_appetite;malaise;mild_fever;phlegm;swelled_lymph_nodes;vomiting;weight_loss;yellowing_of_eyes,15,en_2,train,archive_source/dataset.csv
PC-02367,Tuberculosis,english,"My symptoms include blood in sputum, breathlessness, chest pain, chills, cough, fatigue, high fever, loss of appetite, malaise, mild fever, phlegm, swelled lymph nodes, vomiting, weight loss and yellowing of eyes.",blood_in_sputum;breathlessness;chest_pain;chills;cough;fatigue;high_fever;loss_of_appetite;malaise;mild_fever;phlegm;swelled_lymph_nodes;vomiting;weight_loss;yellowing_of_eyes,15,en_3,train,archive_source/dataset.csv
PC-02368,Tuberculosis,english,"For the past week I have experienced blood in sputum, breathlessness, chest pain, chills, cough, fatigue, high fever, loss of appetite, malaise, mild fever, phlegm, swelled lymph nodes, vomiting, weight loss and yellowing of eyes.",blood_in_sputum;breathlessness;chest_pain;chills;cough;fatigue;high_fever;loss_of_appetite;malaise;mild_fever;phlegm;swelled_lymph_nodes;vomiting;weight_loss;yellowing_of_eyes,15,en_4,train,archive_source/dataset.csv
PC-02369,Tuberculosis,english,"I came in because of blood in sputum, breathlessness, chest pain, chills, cough, fatigue, high fever, loss of appetite, malaise, mild fever, phlegm, swelled lymph nodes, vomiting, weight loss and yellowing of eyes.",blood_in_sputum;breathlessness;chest_pain;chills;cough;fatigue;high_fever;loss_of_appetite;malaise;mild_fever;phlegm;swelled_lymph_nodes;vomiting;weight_loss;yellowing_of_eyes,15,en_5,train,archive_source/dataset.csv
PC-02370,Tuberculosis,english,"Lately I feel blood in sputum, breathlessness, chest pain, chills, cough, fatigue, high fever, loss of appetite, malaise, mild fever, phlegm, swelled lymph nodes, vomiting, weight loss and yellowing of eyes.",blood_in_sputum;breathlessness;chest_pain;chills;cough;fatigue;high_fever;loss_of_appetite;malaise;mild_fever;phlegm;swelled_lymph_nodes;vomiting;weight_loss;yellowing_of_eyes,15,en_6,train,archive_source/dataset.csv
PC-02371,Tuberculosis,hiligaynon,"May blood in sputum, ginabudlayan ginhawa, hapdi dughan, ginapanas-an, ubo, ginakapoy, hilanat, loss of appetite, malaise, gamay nga hilanat, phlegm, swelled lymph nodes, suka, weight loss, kag yellowing of eyes ako.",blood_in_sputum;breathlessness;chest_pain;chills;cough;fatigue;high_fever;loss_of_appetite;malaise;mild_fever;phlegm;swelled_lymph_nodes;vomiting;weight_loss;yellowing_of_eyes,15,hil_1,train,archive_source/dataset.csv
PC-02372,Tuberculosis,hiligaynon,"Ang pasyente may blood in sputum, ginabudlayan ginhawa, hapdi dughan, ginapanas-an, ubo, ginakapoy, hilanat, loss of appetite, malaise, gamay nga hilanat, phlegm, swelled lymph nodes, suka, weight loss, kag yellowing of eyes.",blood_in_sputum;breathlessness;chest_pain;chills;cough;fatigue;high_fever;loss_of_appetite;malaise;mild_fever;phlegm;swelled_lymph_nodes;vomiting;weight_loss;yellowing_of_eyes,15,hil_2,train,archive_source/dataset.csv
PC-02373,Tuberculosis,hiligaynon,"Nagabalati ako sang blood in sputum, ginabudlayan ginhawa, hapdi dughan, ginapanas-an, ubo, ginakapoy, hilanat, loss of appetite, malaise, gamay nga hilanat, phlegm, swelled lymph nodes, suka, weight loss, kag yellowing of eyes.",blood_in_sputum;breathlessness;chest_pain;chills;cough;fatigue;high_fever;loss_of_appetite;malaise;mild_fever;phlegm;swelled_lymph_nodes;vomiting;weight_loss;yellowing_of_eyes,15,hil_3,train,archive_source/dataset.csv
PC-02374,Tuberculosis,hiligaynon,"Subong may blood in sputum, ginabudlayan ginhawa, hapdi dughan, ginapanas-an, ubo, ginakapoy, hilanat, loss of appetite, malaise, gamay nga hilanat, phlegm, swelled lymph nodes, suka, weight loss, kag yellowing of eyes ang pasyente.",blood_in_sputum;breathlessness;chest_pain;chills;cough;fatigue;high_fever;loss_of_appetite;malaise;mild_fever;phlegm;swelled_lymph_nodes;vomiting;weight_loss;yellowing_of_eyes,15,hil_4,train,archive_source/dataset.csv
PC-02375,Tuberculosis,hiligaynon,"Kag blood in sputum, ginabudlayan ginhawa, hapdi dughan, ginapanas-an, ubo, ginakapoy, hilanat, loss of appetite, malaise, gamay nga hilanat, phlegm, swelled lymph nodes, suka, weight loss, kag yellowing of eyes ko sa sulod sang isa ka semana.",blood_in_sputum;breathlessness;chest_pain;chills;cough;fatigue;high_fever;loss_of_appetite;malaise;mild_fever;phlegm;swelled_lymph_nodes;vomiting;weight_loss;yellowing_of_eyes,15,hil_5,train,archive_source/dataset.csv
PC-02376,Tuberculosis,mixed,"May blood in sputum kag ginabudlayan ginhawa ang pasyente. Also reports chest pain, chills, cough, fatigue, high fever, loss of appetite, malaise, mild fever, phlegm, swelled lymph nodes, vomiting, weight loss and yellowing of eyes.",blood_in_sputum;breathlessness;chest_pain;chills;cough;fatigue;high_fever;loss_of_appetite;malaise;mild_fever;phlegm;swelled_lymph_nodes;vomiting;weight_loss;yellowing_of_eyes,15,mixed_1,train,archive_source/dataset.csv
PC-02377,Common Cold,english,"I have been having chest pain, chills, congestion, continuous sneezing, cough, fatigue, headache, high fever, loss of smell, malaise, muscle pain, phlegm, redness of eyes, runny nose, sinus pressure, swelled lymph nodes and throat irritation for a few days.",chest_pain;chills;congestion;continuous_sneezing;cough;fatigue;headache;high_fever;loss_of_smell;malaise;muscle_pain;phlegm;redness_of_eyes;runny_nose;sinus_pressure;swelled_lymph_nodes;throat_irritation,17,en_1,test,archive_source/dataset.csv
PC-02378,Common Cold,english,"The patient complains of chest pain, chills, congestion, continuous sneezing, cough, fatigue, headache, high fever, loss of smell, malaise, muscle pain, phlegm, redness of eyes, runny nose, sinus pressure, swelled lymph nodes and throat irritation.",chest_pain;chills;congestion;continuous_sneezing;cough;fatigue;headache;high_fever;loss_of_smell;malaise;muscle_pain;phlegm;redness_of_eyes;runny_nose;sinus_pressure;swelled_lymph_nodes;throat_irritation,17,en_2,test,archive_source/dataset.csv
PC-02379,Common Cold,english,"My symptoms include chest pain, chills, congestion, continuous sneezing, cough, fatigue, headache, high fever, loss of smell, malaise, muscle pain, phlegm, redness of eyes, runny nose, sinus pressure, swelled lymph nodes and throat irritation.",chest_pain;chills;congestion;continuous_sneezing;cough;fatigue;headache;high_fever;loss_of_smell;malaise;muscle_pain;phlegm;redness_of_eyes;runny_nose;sinus_pressure;swelled_lymph_nodes;throat_irritation,17,en_3,test,archive_source/dataset.csv
PC-02380,Common Cold,english,"For the past week I have experienced chest pain, chills, congestion, continuous sneezing, cough, fatigue, headache, high fever, loss of smell, malaise, muscle pain, phlegm, redness of eyes, runny nose, sinus pressure, swelled lymph nodes and throat irritation.",chest_pain;chills;congestion;continuous_sneezing;cough;fatigue;headache;high_fever;loss_of_smell;malaise;muscle_pain;phlegm;redness_of_eyes;runny_nose;sinus_pressure;swelled_lymph_nodes;throat_irritation,17,en_4,test,archive_source/dataset.csv
PC-02381,Common Cold,english,"I came in because of chest pain, chills, congestion, continuous sneezing, cough, fatigue, headache, high fever, loss of smell, malaise, muscle pain, phlegm, redness of eyes, runny nose, sinus pressure, swelled lymph nodes and throat irritation.",chest_pain;chills;congestion;continuous_sneezing;cough;fatigue;headache;high_fever;loss_of_smell;malaise;muscle_pain;phlegm;redness_of_eyes;runny_nose;sinus_pressure;swelled_lymph_nodes;throat_irritation,17,en_5,test,archive_source/dataset.csv
PC-02382,Common Cold,english,"Lately I feel chest pain, chills, congestion, continuous sneezing, cough, fatigue, headache, high fever, loss of smell, malaise, muscle pain, phlegm, redness of eyes, runny nose, sinus pressure, swelled lymph nodes and throat irritation.",chest_pain;chills;congestion;continuous_sneezing;cough;fatigue;headache;high_fever;loss_of_smell;malaise;muscle_pain;phlegm;redness_of_eyes;runny_nose;sinus_pressure;swelled_lymph_nodes;throat_irritation,17,en_6,test,archive_source/dataset.csv
PC-02383,Common Cold,hiligaynon,"May hapdi dughan, mabinugnaw, congestion, ubo, ubo, kakapoy, labad ulo, hilanat, loss of smell, malaise, muscle pain, phlegm, redness of eyes, sip on, sinus pressure, swelled lymph nodes, kag sakit tutunlan ako.",chest_pain;chills;congestion;continuous_sneezing;cough;fatigue;headache;high_fever;loss_of_smell;malaise;muscle_pain;phlegm;redness_of_eyes;runny_nose;sinus_pressure;swelled_lymph_nodes;throat_irritation,17,hil_1,test,archive_source/dataset.csv
PC-02384,Common Cold,hiligaynon,"Ang pasyente may hapdi dughan, mabinugnaw, congestion, ubo, ubo, kakapoy, labad ulo, hilanat, loss of smell, malaise, muscle pain, phlegm, redness of eyes, sip on, sinus pressure, swelled lymph nodes, kag sakit tutunlan.",chest_pain;chills;congestion;continuous_sneezing;cough;fatigue;headache;high_fever;loss_of_smell;malaise;muscle_pain;phlegm;redness_of_eyes;runny_nose;sinus_pressure;swelled_lymph_nodes;throat_irritation,17,hil_2,test,archive_source/dataset.csv
PC-02385,Common Cold,hiligaynon,"Nagabalati ako sang hapdi dughan, mabinugnaw, congestion, ubo, ubo, kakapoy, labad ulo, hilanat, loss of smell, malaise, muscle pain, phlegm, redness of eyes, sip on, sinus pressure, swelled lymph nodes, kag sakit tutunlan.",chest_pain;chills;congestion;continuous_sneezing;cough;fatigue;headache;high_fever;loss_of_smell;malaise;muscle_pain;phlegm;redness_of_eyes;runny_nose;sinus_pressure;swelled_lymph_nodes;throat_irritation,17,hil_3,test,archive_source/dataset.csv
PC-02386,Common Cold,hiligaynon,"Subong may hapdi dughan, mabinugnaw, congestion, ubo, ubo, kakapoy, labad ulo, hilanat, loss of smell, malaise, muscle pain, phlegm, redness of eyes, sip on, sinus pressure, swelled lymph nodes, kag sakit tutunlan ang pasyente.",chest_pain;chills;congestion;continuous_sneezing;cough;fatigue;headache;high_fever;loss_of_smell;malaise;muscle_pain;phlegm;redness_of_eyes;runny_nose;sinus_pressure;swelled_lymph_nodes;throat_irritation,17,hil_4,test,archive_source/dataset.csv
PC-02387,Common Cold,hiligaynon,"Kag hapdi dughan, mabinugnaw, congestion, ubo, ubo, kakapoy, labad ulo, hilanat, loss of smell, malaise, muscle pain, phlegm, redness of eyes, sip on, sinus pressure, swelled lymph nodes, kag sakit tutunlan ko sa sulod sang isa ka semana.",chest_pain;chills;congestion;continuous_sneezing;cough;fatigue;headache;high_fever;loss_of_smell;malaise;muscle_pain;phlegm;redness_of_eyes;runny_nose;sinus_pressure;swelled_lymph_nodes;throat_irritation,17,hil_5,test,archive_source/dataset.csv
PC-02388,Common Cold,mixed,"May hapdi dughan kag mabinugnaw ang pasyente. Also reports congestion, continuous sneezing, cough, fatigue, headache, high fever, loss of smell, malaise, muscle pain, phlegm, redness of eyes, runny nose, sinus pressure, swelled lymph nodes and throat irritation.",chest_pain;chills;congestion;continuous_sneezing;cough;fatigue;headache;high_fever;loss_of_smell;malaise;muscle_pain;phlegm;redness_of_eyes;runny_nose;sinus_pressure;swelled_lymph_nodes;throat_irritation,17,mixed_1,test,archive_source/dataset.csv
PC-02389,Common Cold,english,"I have been having chest pain, chills, congestion, cough, fatigue, headache, high fever, loss of smell, malaise, muscle pain, phlegm, redness of eyes, runny nose, sinus pressure, swelled lymph nodes and throat irritation for a few days.",chest_pain;chills;congestion;cough;fatigue;headache;high_fever;loss_of_smell;malaise;muscle_pain;phlegm;redness_of_eyes;runny_nose;sinus_pressure;swelled_lymph_nodes;throat_irritation,16,en_1,test,archive_source/dataset.csv
PC-02390,Common Cold,english,"The patient complains of chest pain, chills, congestion, cough, fatigue, headache, high fever, loss of smell, malaise, muscle pain, phlegm, redness of eyes, runny nose, sinus pressure, swelled lymph nodes and throat irritation.",chest_pain;chills;congestion;cough;fatigue;headache;high_fever;loss_of_smell;malaise;muscle_pain;phlegm;redness_of_eyes;runny_nose;sinus_pressure;swelled_lymph_nodes;throat_irritation,16,en_2,test,archive_source/dataset.csv
PC-02391,Common Cold,english,"My symptoms include chest pain, chills, congestion, cough, fatigue, headache, high fever, loss of smell, malaise, muscle pain, phlegm, redness of eyes, runny nose, sinus pressure, swelled lymph nodes and throat irritation.",chest_pain;chills;congestion;cough;fatigue;headache;high_fever;loss_of_smell;malaise;muscle_pain;phlegm;redness_of_eyes;runny_nose;sinus_pressure;swelled_lymph_nodes;throat_irritation,16,en_3,test,archive_source/dataset.csv
PC-02392,Common Cold,english,"For the past week I have experienced chest pain, chills, congestion, cough, fatigue, headache, high fever, loss of smell, malaise, muscle pain, phlegm, redness of eyes, runny nose, sinus pressure, swelled lymph nodes and throat irritation.",chest_pain;chills;congestion;cough;fatigue;headache;high_fever;loss_of_smell;malaise;muscle_pain;phlegm;redness_of_eyes;runny_nose;sinus_pressure;swelled_lymph_nodes;throat_irritation,16,en_4,test,archive_source/dataset.csv
PC-02393,Common Cold,english,"I came in because of chest pain, chills, congestion, cough, fatigue, headache, high fever, loss of smell, malaise, muscle pain, phlegm, redness of eyes, runny nose, sinus pressure, swelled lymph nodes and throat irritation.",chest_pain;chills;congestion;cough;fatigue;headache;high_fever;loss_of_smell;malaise;muscle_pain;phlegm;redness_of_eyes;runny_nose;sinus_pressure;swelled_lymph_nodes;throat_irritation,16,en_5,test,archive_source/dataset.csv
PC-02394,Common Cold,english,"Lately I feel chest pain, chills, congestion, cough, fatigue, headache, high fever, loss of smell, malaise, muscle pain, phlegm, redness of eyes, runny nose, sinus pressure, swelled lymph nodes and throat irritation.",chest_pain;chills;congestion;cough;fatigue;headache;high_fever;loss_of_smell;malaise;muscle_pain;phlegm;redness_of_eyes;runny_nose;sinus_pressure;swelled_lymph_nodes;throat_irritation,16,en_6,test,archive_source/dataset.csv
PC-02395,Common Cold,hiligaynon,"May hapdi dughan, ginapanas-an, congestion, ubo, kakapoy, sakit ulo, ginahilanat, loss of smell, malaise, muscle pain, phlegm, redness of eyes, sip-on, sinus pressure, swelled lymph nodes, kag sakit tutunlan ako.",chest_pain;chills;congestion;cough;fatigue;headache;high_fever;loss_of_smell;malaise;muscle_pain;phlegm;redness_of_eyes;runny_nose;sinus_pressure;swelled_lymph_nodes;throat_irritation,16,hil_1,test,archive_source/dataset.csv
PC-02396,Common Cold,hiligaynon,"Ang pasyente may hapdi dughan, ginapanas-an, congestion, ubo, kakapoy, sakit ulo, ginahilanat, loss of smell, malaise, muscle pain, phlegm, redness of eyes, sip-on, sinus pressure, swelled lymph nodes, kag sakit tutunlan.",chest_pain;chills;congestion;cough;fatigue;headache;high_fever;loss_of_smell;malaise;muscle_pain;phlegm;redness_of_eyes;runny_nose;sinus_pressure;swelled_lymph_nodes;throat_irritation,16,hil_2,test,archive_source/dataset.csv
PC-02397,Common Cold,hiligaynon,"Nagabalati ako sang hapdi dughan, ginapanas-an, congestion, ubo, kakapoy, sakit ulo, ginahilanat, loss of smell, malaise, muscle pain, phlegm, redness of eyes, sip-on, sinus pressure, swelled lymph nodes, kag sakit tutunlan.",chest_pain;chills;congestion;cough;fatigue;headache;high_fever;loss_of_smell;malaise;muscle_pain;phlegm;redness_of_eyes;runny_nose;sinus_pressure;swelled_lymph_nodes;throat_irritation,16,hil_3,test,archive_source/dataset.csv
PC-02398,Common Cold,hiligaynon,"Subong may hapdi dughan, ginapanas-an, congestion, ubo, kakapoy, sakit ulo, ginahilanat, loss of smell, malaise, muscle pain, phlegm, redness of eyes, sip-on, sinus pressure, swelled lymph nodes, kag sakit tutunlan ang pasyente.",chest_pain;chills;congestion;cough;fatigue;headache;high_fever;loss_of_smell;malaise;muscle_pain;phlegm;redness_of_eyes;runny_nose;sinus_pressure;swelled_lymph_nodes;throat_irritation,16,hil_4,test,archive_source/dataset.csv
PC-02399,Common Cold,hiligaynon,"Kag hapdi dughan, ginapanas-an, congestion, ubo, kakapoy, sakit ulo, ginahilanat, loss of smell, malaise, muscle pain, phlegm, redness of eyes, sip-on, sinus pressure, swelled lymph nodes, kag sakit tutunlan ko sa sulod sang isa ka semana.",chest_pain;chills;congestion;cough;fatigue;headache;high_fever;loss_of_smell;malaise;muscle_pain;phlegm;redness_of_eyes;runny_nose;sinus_pressure;swelled_lymph_nodes;throat_irritation,16,hil_5,test,archive_source/dataset.csv
PC-02400,Common Cold,mixed,"May hapdi dughan kag ginapanas-an ang pasyente. Also reports congestion, cough, fatigue, headache, high fever, loss of smell, malaise, muscle pain, phlegm, redness of eyes, runny nose, sinus pressure, swelled lymph nodes and throat irritation.",chest_pain;chills;congestion;cough;fatigue;headache;high_fever;loss_of_smell;malaise;muscle_pain;phlegm;redness_of_eyes;runny_nose;sinus_pressure;swelled_lymph_nodes;throat_irritation,16,mixed_1,test,archive_source/dataset.csv
