emotion,phrase,language
irritated,tense ako,fil
irritated,much calmer less irritable even less arrogant,en
irritated,much less irritable and no longer freaking out about hash,en
irritated,irritable and longer freaking out hash ko,hil
irritated,irritable and longer freaking out hash ako,fil
irritated,myself getting easily irritable,en
irritated,not going to get anything i want,en
irritated,not going get anything want ko,hil
irritated,not going get anything want ako,fil
irritated,not high i mostly feel irritable and bored,en
irritated,not high mostly feel irritable and wala gana ko,hil
irritated,not high mostly feel irritable and walang gana ako,fil
irritated,not liking that one bit,en
irritated,not liking one ko,hil
irritated,not liking one ako,fil
irritated,not perfect in that aspect it makes me feel irri,en
irritated,not perfect aspect makes feel irri ko,hil
irritated,not perfect aspect makes feel irri ako,fil
irritated,not sure why i feel this way maybe it is hormone,en
irritated,not sure why feel way maybe hormone ko,hil
irritated,not sure why feel way maybe hormone ako,fil
irritated,not that bad,en
irritated,not malain ko,hil
irritated,not bad ako,fil
irritated,oddly irritable,en
irritated,of being fed up has something to do with it,en
irritated,fed has something ko,hil
irritated,fed has something ako,fil
irritated,on a far more even keel than i used to be,en
irritated,far keel than used ko,hil
irritated,far keel than used ako,fil
irritated,only posting this because i was feeling irritabl,en
irritated,posting feeling irritabl ko,hil
irritated,posting feeling irritabl ako,fil
irritated,out of sorts shaky irritable,en
irritated,out sorts shaky irritable ko,hil
irritated,out sorts shaky irritable ako,fil
irritated,overly hungry i feel stable and consistent throughout the,en
irritated,overly hungry feel stable and consistent throughout ko,hil
irritated,overly hungry feel stable and consistent throughout ako,fil
irritated,paranoid because i work the oncology dpt of a hospital and,en
irritated,paranoid work oncology dpt hospital and ko,hil
irritated,paranoid work oncology dpt hospital and ako,fil
irritated,paranoiud cancer and through chemo,en
irritated,paranoiud cancer and through chemo ko,hil
irritated,paranoiud cancer and through chemo ako,fil
irritated,particularly irritable,en
irritated,particularly irritable at the moment and a glance at the g,en
irritated,particularly irritable moment and glance ko,hil
irritated,particularly irritable moment and glance ako,fil
irritated,particularly irritable at the time having slept,en
irritated,particularly irritable time having slept ko,hil
irritated,particularly irritable time having slept ako,fil
irritated,particularly irritable at the time having slept poorly and,en
irritated,particularly irritable time having slept poorly and ko,hil
irritated,particularly irritable time having slept poorly and ako,fil
irritated,particularly irritable i say things or think things that e,en
irritated,particularly irritable say things think things ko,hil
irritated,particularly irritable say things think things ako,fil
irritated,particularly irritable on sundays,en
irritated,particularly irritable or have had stressful day at the of,en
irritated,particularly irritable stressful day ko,hil
irritated,particularly irritable stressful day ako,fil
irritated,particularly irritable q what was your last thought before,en
irritated,particularly irritable what last thought ko,hil
irritated,particularly irritable what last thought ako,fil
irritated,particularly irritable upset or just sad to see if it is h,en
irritated,particularly irritable upset kasubo see ko,hil
irritated,particularly irritable upset malungkot see ako,fil
irritated,people irritable,en
irritated,people irritable ko,hil
irritated,people irritable ako,fil
irritated,physically awful or constantly irritable due to all the pa,en
irritated,physically grabeng malain constantly irritable due all ko,hil
irritated,physically awful constantly irritable due all ako,fil
irritated,pissed and irritable,en
irritated,pissy and irritable,en
irritated,predictably feeling irritable but less predictab,en
irritated,predictably feeling irritable but predictab ko,hil
irritated,predictably feeling irritable but predictab ako,fil
irritated,pressing in no matter how i feel lethargic grump,en
irritated,pressing matter how feel lethargic grump ko,hil
irritated,pressing matter how feel lethargic grump ako,fil
irritated,pretty irritable,en
irritated,gwapa irritable ko,hil
irritated,pretty irritable ako,fil
irritated,pretty irritable about myself and people and the world i c,en
irritated,gwapa irritable myself and people and world ko,hil
irritated,pretty irritable myself and people and world ako,fil
irritated,pretty irritable lately,en
irritated,pretty irritable right now tho and i could really use a sm,en
irritated,gwapa irritable right tho and use ko,hil
irritated,pretty irritable right tho and use ako,fil
irritated,pretty uptight and irritable after indulging in my nightly,en
irritated,gwapa uptight and irritable indulging nightly ko,hil
irritated,pretty uptight and irritable indulging nightly ako,fil
irritated,quite headachey and irritable,en
irritated,headachey and irritable ko,hil
irritated,headachey and irritable ako,fil
irritated,quite intensely irritable in the early evenings as i alway,en
irritated,intensely irritable early evenings alway ko,hil
irritated,intensely irritable early evenings alway ako,fil
irritated,quite irritable,en
irritated,quite irritable after my run tonight i left the house to r,en
irritated,irritable run tonight left house ko,hil
irritated,irritable run tonight left house ako,fil
irritated,quite irritable all the time waiting for the year to get s,en
irritated,irritable all time waiting year get ko,hil
irritated,irritable all time waiting year get ako,fil
irritated,quite irritable and defensive in some ways,en
irritated,quite irritable and discontent,en
irritated,quite irritable and have no idea why,en
irritated,quite irritable and i think it is purely life chemistry,en
irritated,irritable and think purely life chemistry ko,hil
irritated,irritable and think purely life chemistry ako,fil
irritated,quite irritable and restless and every time i wa,en
irritated,irritable and restless and every time ko,hil
irritated,irritable and restless and every time ako,fil
irritated,quite irritable and restless and every time i was dropping,en
irritated,irritable and restless and every time dropping ko,hil
irritated,irritable and restless and every time dropping ako,fil
irritated,quite irritable and short tempered,en
irritated,irritable and short tempered ko,hil
irritated,irritable and short tempered ako,fil
irritated,quite irritable so i can not do that,en
irritated,irritable not ko,hil
irritated,irritable not ako,fil
irritated,quite irritable so when i saw this website,en
irritated,irritable saw website ko,hil
irritated,irritable saw website ako,fil
irritated,quite irritable this weekend anyway,en
irritated,quite irritable yesterday a,en
irritated,irritable yesterday ko,hil
irritated,irritable yesterday ako,fil
irritated,rather irritable,en
irritated,rather irritable and the smallest thing could probably set,en
irritated,rather irritable and smallest thing probably set ko,hil
irritated,rather irritable and smallest thing probably set ako,fil
irritated,rather irritable lately and im not sure why,en
irritated,rather irritable lately and not sure why ko,hil
irritated,rather irritable lately and not sure why ako,fil
irritated,rather irritable today anyways,en
irritated,rather irritable anyways ko,hil
irritated,rather irritable anyways ako,fil
irritated,real irritable and unhappy,en
irritated,resentful and irritable,en
irritated,resentful angry and irritable around my children i become,en
irritated,resentful akig and irritable around children become ko,hil
irritated,resentful galit and irritable around children become ako,fil
irritated,resistance to what i am doing and i can feel irritable wit,en
irritated,resistance what doing and feel irritable wit ko,hil
irritated,resistance what doing and feel irritable wit ako,fil
irritated,restless and irritable,en
irritated,restless and irritable because of it,en
irritated,restless bored or irritable expressing myself creatively a,en
irritated,restless wala gana irritable expressing myself creatively ko,hil
irritated,restless walang gana irritable expressing myself creatively ako,fil
irritated,restless irritable and discontented,en
irritated,restless irritable and discontented ko,hil
irritated,restless irritable and discontented ako,fil
irritated,run down combined with michaels extra whineyness is not a,en
irritated,run down combined michaels extra whineyness not ko,hil
irritated,run down combined michaels extra whineyness not ako,fil
irritated,satisfaction for only about five minutes and then i get ir,en
irritated,satisfaction five minutes and get ko,hil
irritated,satisfaction five minutes and get ako,fil
irritated,shaky and irritable,en
irritated,shaky and irritable ko,hil
irritated,shaky and irritable ako,fil
irritated,slapping her because she said she was only going,en
irritated,slapping said going ko,hil
irritated,slapping said going ako,fil
irritated,slightly discriminated against and rather irritable about,en
irritated,slightly discriminated against and rather irritable ko,hil
irritated,slightly discriminated against and rather irritable ako,fil
irritated,slightly irritable,en
irritated,slightly irritable at the sight of couples i decided to do,en
irritated,slightly irritable sight couples decided ko,hil
irritated,slightly irritable sight couples decided ako,fil
irritated,slightly irritable but generally level headed and actually,en
irritated,slightly irritable but generally level headed and actually ko,hil
irritated,slightly irritable but generally level headed and actually ako,fil
irritated,slightly irritable today,en
irritated,slightly more energetic and less irritable,en
irritated,slowed irritable and too caught up in the speed of things,en
irritated,slowed irritable and caught speed things ko,hil
irritated,slowed irritable and caught speed things ako,fil
irritated,sociable i must be sociable as well,en
irritated,sociable sociable maayo ko,hil
irritated,sociable sociable well ako,fil
irritated,some sort of irritable anger under the fear so i thought i,en
irritated,some sort irritable anger under kahadlok thought ko,hil
irritated,some sort irritable anger under fear thought ako,fil
irritated,somewhat emo irritable lately,en
irritated,emo irritable lately ko,hil
irritated,emo irritable lately ako,fil
irritated,somewhat irritable after each treatment a common herx symp,en
irritated,irritable each treatment common herx symp ko,hil
irritated,irritable each treatment common herx symp ako,fil
irritated,sore and tight in the legs and then decided to run with my,en
irritated,sore and tight legs and decided run ko,hil
irritated,sore and tight legs and decided run ako,fil
irritated,sort of unease and irritable,en
irritated,sort unease and irritable ko,hil
irritated,sort unease and irritable ako,fil
irritated,spending this fake holiday solo and feeling slig,en
irritated,spending fake holiday solo and feeling slig ko,hil
irritated,spending fake holiday solo and feeling slig ako,fil
irritated,spontaneously irritable and spontaneously sad like crying,en
irritated,spontaneously irritable and spontaneously kasubo crying ko,hil
irritated,spontaneously irritable and spontaneously malungkot crying ako,fil
irritated,stable and consistent throughout the day,en
irritated,stable and consistent throughout day ko,hil
irritated,stable and consistent throughout day ako,fil
irritated,still dragging and feeling irritable,en
irritated,still feeling irritable noise i find so distract,en
irritated,feeling irritable noise find distract ko,hil
irritated,feeling irritable noise find distract ako,fil
irritated,still feeling very irritable,en
irritated,super full after every carb filled meal and then crashing,en
irritated,super full every carb filled meal and crashing ko,hil
irritated,super full every carb filled meal and crashing ako,fil
irritated,talking to or what we re talking about the small,en
irritated,talking what talking small ko,hil
irritated,talking what talking small ako,fil
irritated,terrible for how irritable i am when i tell her for the se,en
irritated,grabeng malain how irritable tell ko,hil
irritated,terrible how irritable tell ako,fil
irritated,terribly irritable and acting like a bizznitch i,en
irritated,terribly irritable and acting bizznitch ko,hil
irritated,terribly irritable and acting bizznitch ako,fil
irritated,terribly irritable and cranky in that paranoid way that le,en
irritated,terribly irritable and cranky paranoid way ko,hil
irritated,terribly irritable and cranky paranoid way ako,fil
irritated,there is more to it and i m fed up as i cant sleep at nigh,en
irritated,and fed sleep nigh ko,hil
irritated,and fed sleep nigh ako,fil
irritated,too irritable right now and need something to help me rela,en
irritated,irritable right and kinahanglan something help rela ko,hil
irritated,irritable right and need something help rela ako,fil
irritated,twitchy and irritable and am picturing what i want to do t,en
irritated,twitchy and irritable and picturing what want ko,hil
irritated,twitchy and irritable and picturing what want ako,fil
irritated,unbelievably irritable because i know that the only person,en
irritated,unbelievably irritable know person ko,hil
irritated,unbelievably irritable know person ako,fil
irritated,uncharacteristically irritable impatient and generally cro,en
irritated,uncharacteristically irritable impatient and generally cro ko,hil
irritated,uncharacteristically irritable impatient and generally cro ako,fil
irritated,unreasonably irritable,en
irritated,unreasonably irritable ko,hil
irritated,unreasonably irritable ako,fil
irritated,vaguely irritable and out of sorts,en
irritated,vilified for being irritable,en
irritated,wrong and im like aghghghgh stop,en
irritated,wrong and aghghghgh stop ko,hil
irritated,wrong and aghghghgh stop ako,fil
irritated,zombie like and irritable,en
jealous,about colek even though i missed it last saturday,en
jealous,colek missed last saturday ko,hil
jealous,colek missed last saturday ako,fil
jealous,about his music mostly just envious of his complexion,en
jealous,music mostly naiinggit complexion ko,hil
jealous,music mostly envious complexion ako,fil
jealous,about myself when i do get those envious feelings,en
jealous,myself get those naiinggit feelings ko,hil
jealous,myself get those envious feelings ako,fil
jealous,about that the more joy there was i realized that i never,en
jealous,joy realized ko,hil
jealous,joy realized ako,fil
jealous,absolutely not going to allow to happen,en
jealous,absolutely not going allow happen ko,hil
jealous,absolutely not going allow happen ako,fil
jealous,after all a vessel of life,en
jealous,all vessel life ko,hil
jealous,all vessel life ako,fil
jealous,all too out of touch with them and im jealous of the babie,en
jealous,all out touch them and naiinggit babie ko,hil
jealous,all out touch them and naiinggit babie ako,fil
jealous,also constantly feeling better more worthy of ot,en
jealous,constantly feeling maayo na worthy ko,hil
jealous,constantly feeling mas mabuti worthy ako,fil
jealous,also extremely envious often thinking that they were lucky,en
jealous,extremely naiinggit often thinking were lucky ko,hil
jealous,extremely envious often thinking were lucky ako,fil
jealous,also feeling quite envious of some of the other,en
jealous,feeling naiinggit some other ko,hil
jealous,feeling envious some other ako,fil
jealous,always amazed when people get into relationships,en
jealous,amazed people get relationships ko,hil
jealous,amazed people get relationships ako,fil
jealous,always happy for them after feeling slightly jea,en
jealous,masadya them feeling slightly jea ko,hil
jealous,masaya them feeling slightly jea ako,fil
jealous,amazed amazed at the thought of the last few years of my l,en
jealous,amazed amazed thought last few years ko,hil
jealous,amazed amazed thought last few years ako,fil
jealous,amazed and sometimes envious,en
jealous,amazed and sometimes naiinggit ko,hil
jealous,amazed and sometimes envious ako,fil
jealous,angered threatened or jealous i question it,en
jealous,angered threatened naiinggit question ko,hil
jealous,angered threatened naiinggit question ako,fil
jealous,angry and jealous that they are free from the crippling fe,en
jealous,akig and naiinggit free crippling ko,hil
jealous,galit and naiinggit free crippling ako,fil
jealous,as if its a little insecure issue of ones territory that l,en
jealous,insecure issue ones territory ko,hil
jealous,insecure issue ones territory ako,fil
jealous,as messy as that was stains of jealousy all over,en
jealous,messy stains jealousy all over ko,hil
jealous,messy stains jealousy all over ako,fil
jealous,as messy as that was stains of jealousy all over my face,en
jealous,messy stains jealousy all over face ko,hil
jealous,messy stains jealousy all over face ako,fil
jealous,at all jealous,en
jealous,all naiinggit ko,hil
jealous,all naiinggit ako,fil
jealous,beginning to suspect that i may never truly get,en
jealous,beginning suspect truly get ko,hil
jealous,beginning suspect truly get ako,fil
jealous,being selfish and i want to talk to him more lon,en
jealous,selfish and want talk him lon ko,hil
jealous,selfish and want talk him lon ako,fil
jealous,better more worthy of others,en
jealous,maayo na worthy others ko,hil
jealous,mas mabuti worthy others ako,fil
jealous,bitter and jealous,en
jealous,bitter and naiinggit ko,hil
jealous,bitter and naiinggit ako,fil
jealous,bitter not because i am jealous of my art mates for doing,en
jealous,bitter not naiinggit art mates doing ko,hil
jealous,bitter not naiinggit art mates doing ako,fil
jealous,bitter or envious or covetous,en
jealous,bitter naiinggit covetous ko,hil
jealous,bitter envious covetous ako,fil
jealous,books great for grownups too,en
jealous,books maayo gid grownups ko,hil
jealous,books napakaganda grownups ako,fil
jealous,called pride for my friends when they are successful or wr,en
jealous,called pride friends successful ko,hil
jealous,called pride friends successful ako,fil
jealous,cheated and jealous of people whose lives are patterned in,en
jealous,cheated and naiinggit people whose lives patterned ko,hil
jealous,cheated and naiinggit people whose lives patterned ako,fil
jealous,cheated left out and jealous,en
jealous,cheated left out and naiinggit ko,hil
jealous,cheated left out and naiinggit ako,fil
jealous,completely envious of all the b amp bers out the,en
jealous,completely naiinggit all amp bers out ko,hil
jealous,completely envious all amp bers out ako,fil
jealous,completely envious of all the b amp bers out there buildin,en
jealous,completely naiinggit all amp bers out buildin ko,hil
jealous,completely envious all amp bers out buildin ako,fil
jealous,completely jealous,en
jealous,completely naiinggit ko,hil
jealous,completely naiinggit ako,fil
jealous,constantly feeling envious of others lowering my,en
jealous,constantly feeling naiinggit others lowering ko,hil
jealous,constantly feeling envious others lowering ako,fil
jealous,cranky angry and jealous of naturally skinny friends,en
jealous,cranky akig and naiinggit naturally skinny friends ko,hil
jealous,cranky galit and naiinggit naturally skinny friends ako,fil
jealous,damn jealous,en
jealous,damn naiinggit ko,hil
jealous,damn naiinggit ako,fil
jealous,deprived a few of my friends are at disney and are posting,en
jealous,deprived few friends disney and posting ko,hil
jealous,deprived few friends disney and posting ako,fil
jealous,determined and rather superior,en
jealous,determined and rather superior ko,hil
jealous,determined and rather superior ako,fil
jealous,discontent slightly jealous thinking the fact that he may,en
jealous,discontent slightly naiinggit thinking fact ko,hil
jealous,discontent slightly naiinggit thinking fact ako,fil
jealous,disgusted with my jealousy and should stop taking example,en
jealous,disgusted jealousy and stop taking example ko,hil
jealous,disgusted jealousy and stop taking example ako,fil
jealous,down,en
jealous,down ko,hil
jealous,down ako,fil
jealous,either more or less jealous,en
jealous,either naiinggit ko,hil
jealous,either naiinggit ako,fil
jealous,emotional and needy and jealous and all the other awful th,en
jealous,emotional and needy and naiinggit and all other grabeng malain ko,hil
jealous,emotional and needy and naiinggit and all other awful ako,fil
jealous,enraged and jealous and cant decide whether or not it is m,en
jealous,enraged and naiinggit and decide whether not ko,hil
jealous,enraged and naiinggit and decide whether not ako,fil
jealous,envious,en
jealous,naiinggit ko,hil
jealous,envious ako,fil
jealous,envious about your colleague s math ability,en
jealous,naiinggit colleague math ability ko,hil
jealous,envious colleague math ability ako,fil
jealous,envious and a little jealous but then at the end of the da,en
jealous,naiinggit and naiinggit but end ko,hil
jealous,envious and naiinggit but end ako,fil
jealous,envious and a little mystified,en
jealous,naiinggit and mystified ko,hil
jealous,envious and mystified ako,fil
jealous,envious and i feel totally jilted,en
jealous,naiinggit and feel totally jilted ko,hil
jealous,envious and feel totally jilted ako,fil
jealous,envious and i see it as an alarm warning saying there is s,en
jealous,naiinggit and see alarm warning saying ko,hil
jealous,envious and see alarm warning saying ako,fil
jealous,envious and jealous of them,en
jealous,naiinggit and naiinggit them ko,hil
jealous,envious and naiinggit them ako,fil
jealous,envious because susie was promoted and i thought i should,en
jealous,naiinggit susie promoted and thought ko,hil
jealous,envious susie promoted and thought ako,fil
jealous,envious but as much as she looks like she has it all toget,en
jealous,naiinggit but looks has all toget ko,hil
jealous,envious but looks has all toget ako,fil
jealous,envious but not in a bad way,en
jealous,naiinggit but not malain way ko,hil
jealous,envious but not bad way ako,fil
jealous,envious defensive and snarky,en
jealous,naiinggit defensive and snarky ko,hil
jealous,envious defensive and snarky ako,fil
jealous,envious desperate to have it,en
jealous,naiinggit desperate ko,hil
jealous,envious desperate ako,fil
jealous,envious enough of others lately this is the tour for you,en
jealous,naiinggit enough others lately tour ko,hil
jealous,envious enough others lately tour ako,fil
jealous,envious every time you see your favorite star walking down,en
jealous,naiinggit every time see favorite star walking down ko,hil
jealous,envious every time see favorite star walking down ako,fil
jealous,envious hasnt happened but it will because i have seen thi,en
jealous,naiinggit hasnt happened but seen thi ko,hil
jealous,envious hasnt happened but seen thi ako,fil
jealous,envious i can pray o lord make haste to help me,en
jealous,naiinggit pray lord make haste help ko,hil
jealous,envious pray lord make haste help ako,fil
jealous,envious i must admit,en
jealous,naiinggit admit ko,hil
jealous,envious admit ako,fil
jealous,envious is slightly less negative but it sounds,en
jealous,naiinggit slightly negative but sounds ko,hil
jealous,envious slightly negative but sounds ako,fil
jealous,envious ive wanted to take that trip for as long as i can,en
jealous,naiinggit ive wanted take trip long ko,hil
jealous,envious ive wanted take trip long ako,fil
jealous,envious of all of you who dont have to go through the mond,en
jealous,naiinggit all who dont through mond ko,hil
jealous,envious all who dont through mond ako,fil
jealous,envious of all the rest youre bringing out the lemming in,en
jealous,naiinggit all rest youre bringing out lemming ko,hil
jealous,envious all rest youre bringing out lemming ako,fil
jealous,envious of all those fans of the five clubs going into the,en
jealous,naiinggit all those fans five clubs going ko,hil
jealous,envious all those fans five clubs going ako,fil
jealous,envious of b and her new skinny girl figure and of course,en
jealous,naiinggit and new skinny girl figure and course ko,hil
jealous,envious and new skinny girl figure and course ako,fil
jealous,envious of certain girls who exercise there,en
jealous,naiinggit certain girls who exercise ko,hil
jealous,envious certain girls who exercise ako,fil
jealous,envious of couples,en
jealous,naiinggit couples ko,hil
jealous,envious couples ako,fil
jealous,envious of everyone who doesn t have to take it a weird so,en
jealous,naiinggit everyone who doesn take lain ko,hil
jealous,envious everyone who doesn take weird ako,fil
jealous,envious of folks with a more mundane lifestyle,en
jealous,naiinggit folks mundane lifestyle ko,hil
jealous,envious folks mundane lifestyle ako,fil
jealous,envious of her ability to pull off bold red lips,en
jealous,naiinggit ability pull off bold red lips ko,hil
jealous,envious ability pull off bold red lips ako,fil
jealous,envious of her gift with poetry,en
jealous,naiinggit gift poetry ko,hil
jealous,envious gift poetry ako,fil
jealous,envious of her i would like to receive such letter myself,en
jealous,naiinggit receive such letter myself ko,hil
jealous,envious receive such letter myself ako,fil
jealous,envious of her way of life,en
jealous,naiinggit way life ko,hil
jealous,envious way life ako,fil
jealous,envious of him getting something i didn t have,en
jealous,naiinggit him getting something didn ko,hil
jealous,envious him getting something didn ako,fil
jealous,envious of how close she seems to god,en
jealous,naiinggit how close seems god ko,hil
jealous,envious how close seems god ako,fil
jealous,envious of my cousins who lived there their whole lives,en
jealous,naiinggit cousins who lived whole lives ko,hil
jealous,envious cousins who lived whole lives ako,fil
jealous,envious of my daughter and the neighbors because they are,en
jealous,naiinggit daughter and neighbors ko,hil
jealous,envious daughter and neighbors ako,fil
jealous,envious of my friends who have filled my facebook twitter,en
jealous,naiinggit friends who filled facebook twitter ko,hil
jealous,envious friends who filled facebook twitter ako,fil
jealous,envious of my new friend s grace,en
jealous,naiinggit new friend grace ko,hil
jealous,envious new friend grace ako,fil
jealous,envious of my present situation,en
jealous,naiinggit present situation ko,hil
jealous,envious present situation ako,fil
jealous,envious of my siblings because they are living a life that,en
jealous,naiinggit siblings living life ko,hil
jealous,envious siblings living life ako,fil
jealous,envious of my sister today which is a good thing the exper,en
jealous,naiinggit sister which maayo thing exper ko,hil
jealous,envious sister which mabuti thing exper ako,fil
jealous,envious of newly married couples that have begun to start,en
jealous,naiinggit newly married couples begun start ko,hil
jealous,envious newly married couples begun start ako,fil
jealous,envious of nick,en
jealous,naiinggit nick ko,hil
jealous,envious nick ako,fil
jealous,envious of other people as might be the case with specs,en
jealous,naiinggit other people case specs ko,hil
jealous,envious other people case specs ako,fil
jealous,envious of other people s fortune i count my blessings,en
jealous,naiinggit other people fortune count blessings ko,hil
jealous,envious other people fortune count blessings ako,fil
jealous,envious of other peoples blogs so i decided to start writi,en
jealous,naiinggit other peoples blogs decided start writi ko,hil
jealous,envious other peoples blogs decided start writi ako,fil
jealous,envious of other peoples experiences not because i regret,en
jealous,naiinggit other peoples experiences not regret ko,hil
jealous,envious other peoples experiences not regret ako,fil
jealous,envious of others,en
jealous,naiinggit others ko,hil
jealous,envious others ako,fil
jealous,envious of others even though im happy for them at the sam,en
jealous,naiinggit others masadya them sam ko,hil
jealous,envious others masaya them sam ako,fil
jealous,envious of others lowering my self esteem repeatedly i am,en
jealous,naiinggit others lowering self esteem repeatedly ko,hil
jealous,envious others lowering self esteem repeatedly ako,fil
jealous,envious of others my age,en
jealous,naiinggit others age ko,hil
jealous,envious others age ako,fil
jealous,envious of others who seem to have easy kids and bitter wh,en
jealous,naiinggit others who seem easy kids and bitter ko,hil
jealous,envious others who seem easy kids and bitter ako,fil
jealous,envious of people and i hate it,en
jealous,naiinggit people and hate ko,hil
jealous,envious people and hate ako,fil
jealous,envious of people who have a dedicated room they can call,en
jealous,naiinggit people who dedicated room call ko,hil
jealous,envious people who dedicated room call ako,fil
jealous,envious of people who live in other parts of the country c,en
jealous,naiinggit people who live other parts country ko,hil
jealous,envious people who live other parts country ako,fil
jealous,envious of people with addictive personalities because the,en
jealous,naiinggit people addictive personalities ko,hil
jealous,envious people addictive personalities ako,fil
jealous,envious of pretty girls,en
jealous,naiinggit gwapa girls ko,hil
jealous,envious pretty girls ako,fil
jealous,envious of pretty girls dear gabi i feel envious of pretty,en
jealous,naiinggit gwapa girls dear gabi feel naiinggit gwapa ko,hil
jealous,envious pretty girls dear gabi feel envious pretty ako,fil
jealous,envious of several of my friends,en
jealous,naiinggit several friends ko,hil
jealous,envious several friends ako,fil
jealous,envious of sg teens who get to do all these,en
jealous,naiinggit teens who get all these ko,hil
jealous,envious teens who get all these ako,fil
jealous,envious of someone s life or art,en
jealous,naiinggit someone life art ko,hil
jealous,envious someone life art ako,fil
jealous,envious of such pitiful things i mean i got everything any,en
jealous,naiinggit such pitiful things mean got everything any ko,hil
jealous,envious such pitiful things mean got everything any ako,fil
jealous,envious of the child that kept her paws warm inside this l,en
jealous,naiinggit child kept paws warm inside ko,hil
jealous,envious child kept paws warm inside ako,fil
jealous,envious of the egyptian people,en
jealous,naiinggit egyptian people ko,hil
jealous,envious egyptian people ako,fil
jealous,envious of the fun they are having and wish that i could b,en
jealous,naiinggit fun having and wish ko,hil
jealous,envious fun having and wish ako,fil
jealous,envious of the happy couples around me and started to be i,en
jealous,naiinggit masadya couples around and started ko,hil
jealous,envious masaya couples around and started ako,fil
jealous,envious of the help those people are getting,en
jealous,naiinggit help those people getting ko,hil
jealous,envious help those people getting ako,fil
jealous,envious of the lives and homes of my fellow bloggers and a,en
jealous,naiinggit lives and homes fellow bloggers and ko,hil
jealous,envious lives and homes fellow bloggers and ako,fil
jealous,envious of the man with no name,en
jealous,naiinggit name ko,hil
jealous,envious name ako,fil
jealous,envious of the opportunities that they have encountered,en
jealous,naiinggit opportunities encountered ko,hil
jealous,envious opportunities encountered ako,fil
jealous,envious of the people who can afford to buy the fancy ipho,en
jealous,naiinggit people who afford buy fancy ipho ko,hil
jealous,envious people who afford buy fancy ipho ako,fil
jealous,envious of the people who get to live in a place like that,en
jealous,naiinggit people who get live place ko,hil
jealous,envious people who get live place ako,fil
jealous,envious of the people who got to wake up one morning and r,en
jealous,naiinggit people who got wake one morning and ko,hil
jealous,envious people who got wake one morning and ako,fil
jealous,envious of the person i was when i took this picture not b,en
jealous,naiinggit person took picture not ko,hil
jealous,envious person took picture not ako,fil
jealous,envious of the topless trio as i was beginning t,en
jealous,naiinggit topless trio beginning ko,hil
jealous,envious topless trio beginning ako,fil
jealous,envious of the topless trio as i was beginning to sweat at,en
jealous,naiinggit topless trio beginning sweat ko,hil
jealous,envious topless trio beginning sweat ako,fil
jealous,envious of their height,en
jealous,naiinggit height ko,hil
jealous,envious height ako,fil
jealous,envious of their team shirts and tutus,en
jealous,naiinggit team shirts and tutus ko,hil
jealous,envious team shirts and tutus ako,fil
jealous,envious of their unrelenting optimism or feeling an amalga,en
jealous,naiinggit unrelenting optimism feeling amalga ko,hil
jealous,envious unrelenting optimism feeling amalga ako,fil
jealous,envious of them for reasons i couldn t explain,en
jealous,naiinggit them reasons couldn explain ko,hil
jealous,envious them reasons couldn explain ako,fil
jealous,envious of them in many ways,en
jealous,naiinggit them many ways ko,hil
jealous,envious them many ways ako,fil
jealous,envious of these people,en
jealous,naiinggit these people ko,hil
jealous,envious these people ako,fil
jealous,envious of these senior servers,en
jealous,naiinggit these senior servers ko,hil
jealous,envious these senior servers ako,fil
jealous,envious of this marvelous simplistic radiance,en
jealous,naiinggit marvelous simplistic radiance ko,hil
jealous,envious marvelous simplistic radiance ako,fil
jealous,envious of those around me and it sucks,en
jealous,naiinggit those around and sucks ko,hil
jealous,envious those around and sucks ako,fil
jealous,envious of those free flights these days,en
jealous,naiinggit those free flights these days ko,hil
jealous,envious those free flights these days ako,fil
jealous,envious of those other mothers i hope that my children one,en
jealous,naiinggit those other mothers hope children one ko,hil
jealous,envious those other mothers hope children one ako,fil
jealous,envious of those that ran,en
jealous,naiinggit those ran ko,hil
jealous,envious those ran ako,fil
jealous,envious of those who had theirs as they were doing their r,en
jealous,naiinggit those who theirs were doing ko,hil
jealous,envious those who theirs were doing ako,fil
jealous,envious of those who have fireplaces in their homes,en
jealous,naiinggit those who fireplaces homes ko,hil
jealous,envious those who fireplaces homes ako,fil
jealous,envious of those who made into the governments shortlisted,en
jealous,naiinggit those who made governments shortlisted ko,hil
jealous,envious those who made governments shortlisted ako,fil
jealous,envious of what they have,en
jealous,naiinggit what ko,hil
jealous,envious what ako,fil
jealous,envious of what you have and i don t or instead to decide,en
jealous,naiinggit what and don instead decide ko,hil
jealous,envious what and don instead decide ako,fil
jealous,envious of you sle folks but then i remember that if i had,en
jealous,naiinggit sle folks but remember ko,hil
jealous,envious sle folks but remember ako,fil
jealous,envious on her for the reason she can do something what i,en
jealous,naiinggit reason something what ko,hil
jealous,envious reason something what ako,fil
jealous,envious sa mg friends ko na may bf na,en
jealous,naiinggit friends ko,hil
jealous,envious friends ako,fil
jealous,envious that cassie gets to sleep in worrying about how to,en
jealous,naiinggit cassie gets sleep worrying how ko,hil
jealous,envious cassie gets sleep worrying how ako,fil
jealous,envious that i cant afford such a trip,en
jealous,naiinggit afford such trip ko,hil
jealous,envious afford such trip ako,fil
jealous,envious that so and so not only got a nice book deal but t,en
jealous,naiinggit and not got nice book deal but ko,hil
jealous,envious and not got nice book deal but ako,fil
