complaint_id,complaint,language,expected_class,status
CCH00253,May dugo sa akon suka. [253],hiligaynon,,active
CCH00254,Gapalanakit ulo ko. [254],hiligaynon,,active
CCH00255,May hapdi dughan ko sang gahapon. [255],hiligaynon,,active
CCH00256,nagauba ko. [256],hiligaynon,,active
CCH00257,sakit tiyan ko. [257],hiligaynon,,active
CCH00258,Masakit tiyan ko. [258],hiligaynon,,active
CCH00259,ginapanuhot gid ko. [259],hiligaynon,,active
CCH00260,May may lagnat ako. [260],hiligaynon,,active
CCH00261,Wala akong lagnat. [261],hiligaynon,,active
CCH00262,May lipong ko sang gahapon. [262],hiligaynon,,active
CCH00263,Masakit tiyan ko. [263],hiligaynon,,active
CCH00264,May gaubo ko sang gahapon. [264],hiligaynon,,active
CCH00265,Ginakulba ko. [265],hiligaynon,,active
CCH00266,May luya ko sang 5 ka adlaw. [266],hiligaynon,,active
CCH00267,Wala ko ginaubo. [267],hiligaynon,,active
CCH00268,May naga tae ako. [268],hiligaynon,,active
CCH00269,Masakit akon dughan. [269],hiligaynon,,active
CCH00270,Gapalanakit ulo ko. [270],hiligaynon,,active
CCH00271,May masakit akon tiyan ko sang 1 ka adlaw. [271],hiligaynon,,active
CCH00272,Budlay gid ang ginhawa ko. [272],hiligaynon,,active
CCH00273,Wala akong lagnat. [273],hiligaynon,,active
CCH00274,naguyam ko. [274],hiligaynon,,active
CCH00275,May naguyam ko sang gahapon. [275],hiligaynon,,active
CCH00276,Indi ko makaginhawa. [276],hiligaynon,,active
CCH00277,Wala akong lagnat. [277],hiligaynon,,active
CCH00278,Masakit akon dughan. [278],hiligaynon,,active
CCH00279,Wala akong lagnat. [279],hiligaynon,,active
CCH00280,Indi budlay ginhawa. [280],hiligaynon,,active
CCH00281,May sip-on kag ubo ko. [281],hiligaynon,,active
CCH00282,Masakit tiyan ko. [282],hiligaynon,,active
CCH00283,May indi ko kaginhawa ako. [283],hiligaynon,,active
CCH00284,Indi budlay ginhawa. [284],hiligaynon,,active
CCH00285,Ginakulba ko. [285],hiligaynon,,active
CCH00286,May may lagnat ako. [286],hiligaynon,,active
CCH00287,May dugo sa akon suka. [287],hiligaynon,,active
CCH00288,Masakit akon dughan. [288],hiligaynon,,active
CCH00289,Budlay gid ang ginhawa ko. [289],hiligaynon,,active
CCH00290,sakit lawas ko. [290],hiligaynon,,active
CCH00291,Indi budlay ginhawa. [291],hiligaynon,,active
CCH00292,Naga suka ko. [292],hiligaynon,,active
CCH00293,May ginsuyam ako. [293],hiligaynon,,active
CCH00294,Ginakulba ko. [294],hiligaynon,,active
CCH00295,May masakit mata ko sang 3 ka adlaw. [295],hiligaynon,,active
CCH00296,Ginakalagnat ako. [296],hiligaynon,,active
CCH00297,dugo sa ihi ko. [297],hiligaynon,,active
CCH00298,May dugo sa akon suka. [298],hiligaynon,,active
CCH00299,masakit tutunlan gid ko. [299],hiligaynon,,active
CCH00300,May nadulaan malay ako. [300],hiligaynon,,active
CCH00301,Ginakulba ko. [301],hiligaynon,,active
CCH00302,Budlay gid ang ginhawa ko. [302],hiligaynon,,active
CCH00303,May ginsuka ko sang 3 ka adlaw. [303],hiligaynon,,active
CCH00304,May dugo sa akon suka. [304],hiligaynon,,active
CCH00305,Gapalanakit ulo ko. [305],hiligaynon,,active
CCH00306,May dugo sa akon suka. [306],hiligaynon,,active
CCH00307,sakit dulunggan gid ko. [307],hiligaynon,,active
CCH00308,Gapalanakit ulo ko. [308],hiligaynon,,active
CCH00309,May masakit dibdib ko sang 5 ka adlaw. [309],hiligaynon,,active
CCH00310,Kapoy gid ako. [310],hiligaynon,,active
CCH00311,Indi budlay ginhawa. [311],hiligaynon,,active
CCH00312,Kapoy gid ako. [312],hiligaynon,,active
CCH00313,May sip-on kag ubo ko. [313],hiligaynon,,active
CCH00314,Indi budlay ginhawa. [314],hiligaynon,,active
CCH00315,May budlay ginhawa ako. [315],hiligaynon,,active
CCH00316,May gahilanat ko sang 5 ka adlaw. [316],hiligaynon,,active
CCH00317,Indi ko makaginhawa. [317],hiligaynon,,active
CCH00318,Wala akong lagnat. [318],hiligaynon,,active
CCH00319,May sip-on kag ubo ko. [319],hiligaynon,,active
CCH00320,Indi budlay ginhawa. [320],hiligaynon,,active
CCH00321,May dugo sa ihi ko sang 3 ka adlaw. [321],hiligaynon,,active
CCH00322,Masakit tiyan ko. [322],hiligaynon,,active
CCH00323,May may dugo sa dumi ko sang 3 ka adlaw. [323],hiligaynon,,active
CCH00324,Ginakulba ko. [324],hiligaynon,,active
CCH00325,May sip-on kag ubo ko. [325],hiligaynon,,active
CCH00326,Ginakalagnat ako. [326],hiligaynon,,active
CCH00327,Masakit tiyan ko. [327],hiligaynon,,active
CCH00328,Kapoy gid ako. [328],hiligaynon,,active
CCH00329,May dugo sa akon suka. [329],hiligaynon,,active
CCH00330,Ginakulba ko. [330],hiligaynon,,active
CCH00331,Masakit tiyan ko. [331],hiligaynon,,active
CCH00332,hapdi dughan ko. [332],hiligaynon,,active
CCH00333,Masakit tiyan ko. [333],hiligaynon,,active
CCH00334,Masakit tiyan ko. [334],hiligaynon,,active
CCH00335,Wala ko ginaubo. [335],hiligaynon,,active
CCH00336,Ginakulba ko. [336],hiligaynon,,active
CCH00337,Wala akong lagnat. [337],hiligaynon,,active
CCH00338,nagpunaw ko. [338],hiligaynon,,active
CCH00339,Wala akong lagnat. [339],hiligaynon,,active
CCH00340,Gapalanakit ulo ko. [340],hiligaynon,,active
CCH00341,Masakit tiyan ko. [341],hiligaynon,,active
CCH00342,May dugo sa akon suka. [342],hiligaynon,,active
CCH00343,Budlay gid ang ginhawa ko. [343],hiligaynon,,active
CCH00344,Budlay gid ang ginhawa ko. [344],hiligaynon,,active
CCH00345,Naga suka ko. [345],hiligaynon,,active
CCH00346,Ginakalagnat ako. [346],hiligaynon,,active
CCH00347,Indi budlay ginhawa. [347],hiligaynon,,active
CCH00348,Masakit tiyan ko. [348],hiligaynon,,active
CCH00349,Naga suka ko. [349],hiligaynon,,active
CCH00350,Masakit tiyan ko. [350],hiligaynon,,active
CCH00351,Ginakalagnat ako. [351],hiligaynon,,active
CCH00352,Masakit akon dughan. [352],hiligaynon,,active
CCH00353,Indi budlay ginhawa. [353],hiligaynon,,active
CCH00354,Indi ko makaginhawa. [354],hiligaynon,,active
CCH00355,Ginakalagnat ako. [355],hiligaynon,,active
CCH00356,Wala ko ginaubo. [356],hiligaynon,,active
CCH00357,Indi ko makaginhawa. [357],hiligaynon,,active
CCH00358,Wala ko ginaubo. [358],hiligaynon,,active
CCH00359,Budlay gid ang ginhawa ko. [359],hiligaynon,,active
CCH00360,Ginakulba ko. [360],hiligaynon,,active
CCH00361,May luya ako. [361],hiligaynon,,active
CCH00362,Wala ko ginaubo. [362],hiligaynon,,active
CCH00363,Masakit akon dughan. [363],hiligaynon,,active
CCH00364,May sip-on kag ubo ko. [364],hiligaynon,,active
CCH00365,Naga suka ko. [365],hiligaynon,,active
CCH00366,Masakit akon dughan. [366],hiligaynon,,active
CCH00367,Masakit tiyan ko. [367],hiligaynon,,active
CCH00368,Wala ko ginaubo. [368],hiligaynon,,active
CCH00369,May sip-on kag ubo ko. [369],hiligaynon,,active
CCH00370,Budlay gid ang ginhawa ko. [370],hiligaynon,,active
CCH00371,May may sip-on ako. [371],hiligaynon,,active
CCH00372,Ginakalagnat ako. [372],hiligaynon,,active
CCH00373,Masakit akon dughan. [373],hiligaynon,,active
CCH00374,Masakit tiyan ko. [374],hiligaynon,,active
CCH00375,sakit ulo ko. [375],hiligaynon,,active
CCH00376,Ginakalagnat ako. [376],hiligaynon,,active
CCH00377,May budlay gid ang ginhawa ko sang 1 ka adlaw. [377],hiligaynon,,active
CCH00378,Ginakulba ko. [378],hiligaynon,,active
CCH00379,May masakit dulunggan ko sang gahapon. [379],hiligaynon,,active
CCH00380,Indi ko makaginhawa. [380],hiligaynon,,active
CCH00381,May dugo sa akon suka. [381],hiligaynon,,active
CCH00382,May malusaw tae ko sang 5 ka adlaw. [382],hiligaynon,,active
CCH00383,Indi budlay ginhawa. [383],hiligaynon,,active
CCH00384,daw magasuka ko. [384],hiligaynon,,active
CCH00385,May gasakit ulo ko sang gahapon. [385],hiligaynon,,active
CCH00386,Masakit akon dughan. [386],hiligaynon,,active
CCH00387,May masakit ulo ako. [387],hiligaynon,,active
CCH00388,Indi budlay ginhawa. [388],hiligaynon,,active
CCH00389,Naga suka ko. [389],hiligaynon,,active
CCH00390,Naga suka ko. [390],hiligaynon,,active
CCH00391,may sip-on ko. [391],hiligaynon,,active
CCH00392,may init lawas gid ko. [392],hiligaynon,,active
CCH00393,May madasig pitik ako. [393],hiligaynon,,active
CCH00394,Kapoy gid ako. [394],hiligaynon,,active
CCH00395,hapdi mag-ihi ko. [395],hiligaynon,,active
CCH00396,ginakalagnat ko. [396],hiligaynon,,active
CCH00397,Masakit akon dughan. [397],hiligaynon,,active
CCH00398,Masakit tiyan ko. [398],hiligaynon,,active
CCH00399,Naga suka ko. [399],hiligaynon,,active
CCH00400,May kulba ko sang gahapon. [400],hiligaynon,,active
CCH00401,Naga suka ko. [401],hiligaynon,,active
CCH00402,Gapalanakit ulo ko. [402],hiligaynon,,active
CCH00403,ginakulba ko. [403],hiligaynon,,active
CCH00404,Naga suka ko. [404],hiligaynon,,active
CCH00405,Ginakulba ko. [405],hiligaynon,,active
CCH00406,Gapalanakit ulo ko. [406],hiligaynon,,active
CCH00407,Masakit tiyan ko. [407],hiligaynon,,active
CCH00408,Budlay gid ang ginhawa ko. [408],hiligaynon,,active
CCH00409,May gasakit tiyan ko sang gahapon. [409],hiligaynon,,active
CCH00410,Ginakulba ko. [410],hiligaynon,,active
CCH00411,Indi ko makaginhawa. [411],hiligaynon,,active
CCH00412,Indi ko makaginhawa. [412],hiligaynon,,active
CCH00413,Kapoy gid ako. [413],hiligaynon,,active
CCH00414,Masakit tiyan ko. [414],hiligaynon,,active
CCH00415,Ginakulba ko. [415],hiligaynon,,active
CCH00416,Naga suka ko. [416],hiligaynon,,active
CCH00417,Masakit tiyan ko. [417],hiligaynon,,active
CCH00418,May dugo sa akon suka. [418],hiligaynon,,active
CCH00419,Wala akong lagnat. [419],hiligaynon,,active
CCH00420,May gahubag panit ako. [420],hiligaynon,,active
CCH00421,Indi budlay ginhawa. [421],hiligaynon,,active
CCH00422,Budlay gid ang ginhawa ko. [422],hiligaynon,,active
CCH00423,Budlay gid ang ginhawa ko. [423],hiligaynon,,active
CCH00424,May dugo sa akon suka. [424],hiligaynon,,active
CCH00425,Naga suka ko. [425],hiligaynon,,active
CCH00426,Gapalanakit ulo ko. [426],hiligaynon,,active
CCH00427,Ginakulba ko. [427],hiligaynon,,active
CCH00428,Masakit akon dughan. [428],hiligaynon,,active
CCH00429,Budlay gid ang ginhawa ko. [429],hiligaynon,,active
CCH00430,budlay maglakat gid ko. [430],hiligaynon,,active
CCH00431,Ginakulba ko. [431],hiligaynon,,active
CCH00432,indi makatulog ko. [432],hiligaynon,,active
CCH00433,May sip-on kag ubo ko. [433],hiligaynon,,active
CCH00434,may dugo sa dumi ko. [434],hiligaynon,,active
CCH00435,Wala ko ginaubo. [435],hiligaynon,,active
CCH00436,Masakit akon dughan. [436],hiligaynon,,active
CCH00437,Budlay gid ang ginhawa ko. [437],hiligaynon,,active
CCH00438,Kapoy gid ako. [438],hiligaynon,,active
CCH00439,Ginakalagnat ako. [439],hiligaynon,,active
CCH00440,Ginakulba ko. [440],hiligaynon,,active
CCH00441,Ginakalagnat ako. [441],hiligaynon,,active
CCH00442,ginakapoy gid ko. [442],hiligaynon,,active
CCH00443,Masakit tiyan ko. [443],hiligaynon,,active
CCH00444,May sip-on kag ubo ko. [444],hiligaynon,,active
CCH00445,May ginauubo ko sang 3 ka adlaw. [445],hiligaynon,,active
CCH00446,Wala akong lagnat. [446],hiligaynon,,active
CCH00447,ginasuka gid ko. [447],hiligaynon,,active
CCH00448,May dugo sa akon suka. [448],hiligaynon,,active
CCH00449,Budlay gid ang ginhawa ko. [449],hiligaynon,,active
CCH00450,Kapoy gid ako. [450],hiligaynon,,active
CCH00451,kapoy gid gid ko. [451],hiligaynon,,active
CCH00452,May sip-on kag ubo ko. [452],hiligaynon,,active
CCH00453,Budlay gid ang ginhawa ko. [453],hiligaynon,,active
CCH00454,hapdi mag-ihi gid ko. [454],hiligaynon,,active
CCH00455,Wala akong lagnat. [455],hiligaynon,,active
CCH00456,Kapoy gid ako. [456],hiligaynon,,active
CCH00457,Naga suka ko. [457],hiligaynon,,active
CCH00458,Ginakalagnat ako. [458],hiligaynon,,active
CCH00459,Kapoy gid ako. [459],hiligaynon,,active
CCH00460,May hapdi dughan ako. [460],hiligaynon,,active
CCH00461,Masakit tiyan ko. [461],hiligaynon,,active
CCH00462,May may init lawas ako. [462],hiligaynon,,active
CCH00463,May sip-on kag ubo ko. [463],hiligaynon,,active
CCH00464,ginakapoy ko. [464],hiligaynon,,active
CCH00465,May masakit akon tiyan ko sang 1 ka adlaw. [465],hiligaynon,,active
CCH00466,Gapalanakit ulo ko. [466],hiligaynon,,active
CCH00467,May nagabudlay lakat ako. [467],hiligaynon,,active
CCH00468,Naga suka ko. [468],hiligaynon,,active
CCH00469,May sakit dughan ko sang 1 ka adlaw. [469],hiligaynon,,active
CCH00470,Gapalanakit ulo ko. [470],hiligaynon,,active
CCH00471,Wala akong lagnat. [471],hiligaynon,,active
CCH00472,Naga suka ko. [472],hiligaynon,,active
CCH00473,Ginakulba ko. [473],hiligaynon,,active
CCH00474,Ginakalagnat ako. [474],hiligaynon,,active
CCH00475,Naga suka ko. [475],hiligaynon,,active
CCH00476,Budlay gid ang ginhawa ko. [476],hiligaynon,,active
CCH00477,Indi budlay ginhawa. [477],hiligaynon,,active
CCH00478,gadugo ko. [478],hiligaynon,,active
CCH00479,Kapoy gid ako. [479],hiligaynon,,active
CCH00480,Gapalanakit ulo ko. [480],hiligaynon,,active
CCH00481,Ginakulba ko. [481],hiligaynon,,active
CCH00482,budlay maglakat ko. [482],hiligaynon,,active
CCH00483,Masakit tiyan ko. [483],hiligaynon,,active
CCH00484,Naga suka ko. [484],hiligaynon,,active
CCH00485,Wala ko ginaubo. [485],hiligaynon,,active
CCH00486,Indi budlay ginhawa. [486],hiligaynon,,active
CCH00487,Indi ko makaginhawa. [487],hiligaynon,,active
CCH00488,Kapoy gid ako. [488],hiligaynon,,active
CCH00489,Wala ko ginaubo. [489],hiligaynon,,active
CCH00490,Wala akong lagnat. [490],hiligaynon,,active
CCH00491,Ginakulba ko. [491],hiligaynon,,active
CCH00492,May sip-on kag ubo ko. [492],hiligaynon,,active
CCH00493,Kapoy gid ako. [493],hiligaynon,,active
CCH00494,Budlay gid ang ginhawa ko. [494],hiligaynon,,active
CCH00495,May wala tulog ako. [495],hiligaynon,,active
CCH00496,Ginakulba ko. [496],hiligaynon,,active
CCH00497,May dugo sa akon suka. [497],hiligaynon,,active
CCH00498,Indi budlay ginhawa. [498],hiligaynon,,active
CCH00499,Naga suka ko. [499],hiligaynon,,active
CCH00500,ginalagnat gid ko. [500],hiligaynon,,active
CCH00501,Gapalanakit ulo ko. [501],hiligaynon,,active
CCH00502,May dugo sa akon suka. [502],hiligaynon,,active
CCH00503,May ginakalagnat ako. [503],hiligaynon,,active
CCH00504,Budlay gid ang ginhawa ko. [504],hiligaynon,,active
CCH00505,Ginakalagnat ako. [505],hiligaynon,,active
CCH00506,May gapalanakit lawas ako. [506],hiligaynon,,active
CCH00507,budlay tulog ko. [507],hiligaynon,,active
CCH00508,Masakit akon dughan. [508],hiligaynon,,active
CCH00509,Wala akong lagnat. [509],hiligaynon,,active
CCH00510,May ubo ako. [510],hiligaynon,,active
CCH00511,may sip-on ko. [511],hiligaynon,,active
CCH00512,Gapalanakit ulo ko. [512],hiligaynon,,active
CCH00513,Indi budlay ginhawa. [513],hiligaynon,,active
CCH00514,Budlay gid ang ginhawa ko. [514],hiligaynon,,active
CCH00515,madasig pitik gid ko. [515],hiligaynon,,active
CCH00516,Kapoy gid ako. [516],hiligaynon,,active
CCH00517,Indi ko makaginhawa. [517],hiligaynon,,active
CCH00518,Masakit tiyan ko. [518],hiligaynon,,active
CCH00519,May sip-on kag ubo ko. [519],hiligaynon,,active
CCH00520,Kapoy gid ako. [520],hiligaynon,,active
CCH00521,pantal ko. [521],hiligaynon,,active
CCH00522,Ginakalagnat ako. [522],hiligaynon,,active
CCH00523,Masakit akon dughan. [523],hiligaynon,,active
CCH00524,May ginakalagnat ako. [524],hiligaynon,,active
CCH00525,Masakit tiyan ko. [525],hiligaynon,,active
CCH00526,Naga suka ko. [526],hiligaynon,,active
CCH00527,Masakit tiyan ko. [527],hiligaynon,,active
CCH00528,Gapalanakit ulo ko. [528],hiligaynon,,active
CCH00529,Masakit akon dughan. [529],hiligaynon,,active
CCH00530,May dula ginhawa ako. [530],hiligaynon,,active
CCH00531,ginahubag gid ko. [531],hiligaynon,,active
CCH00532,Ginakalagnat ako. [532],hiligaynon,,active
CCH00533,Kapoy gid ako. [533],hiligaynon,,active
CCH00534,May dugo sa akon suka. [534],hiligaynon,,active
CCH00535,Masakit tiyan ko. [535],hiligaynon,,active
CCH00536,Wala akong lagnat. [536],hiligaynon,,active
CCH00537,Wala akong lagnat. [537],hiligaynon,,active
CCH00538,Indi ko makaginhawa. [538],hiligaynon,,active
CCH00539,May dugo sa akon suka. [539],hiligaynon,,active
CCH00540,Naga suka ko. [540],hiligaynon,,active
CCH00541,Wala akong lagnat. [541],hiligaynon,,active
CCH00542,May budlay tulog ko sang gahapon. [542],hiligaynon,,active
CCH00543,ginahilanat gid ko. [543],hiligaynon,,active
CCH00544,Budlay gid ang ginhawa ko. [544],hiligaynon,,active
CCH00545,sakit ulo ko. [545],hiligaynon,,active
CCH00546,Indi budlay ginhawa. [546],hiligaynon,,active
CCH00547,May dugo sa akon suka. [547],hiligaynon,,active
CCH00548,kapoy gid gid ko. [548],hiligaynon,,active
CCH00549,Gapalanakit ulo ko. [549],hiligaynon,,active
CCH00550,Indi ko makaginhawa. [550],hiligaynon,,active
CCH00551,Wala ko ginaubo. [551],hiligaynon,,active
CCH00552,Masakit tiyan ko. [552],hiligaynon,,active
CCH00553,Ginakulba ko. [553],hiligaynon,,active
CCH00554,Gapalanakit ulo ko. [554],hiligaynon,,active
CCH00555,Indi ko makaginhawa. [555],hiligaynon,,active
CCH00556,Masakit tiyan ko. [556],hiligaynon,,active
CCH00557,Wala ko ginaubo. [557],hiligaynon,,active
CCH00558,kapoy gid gid ko. [558],hiligaynon,,active
CCH00559,May sip-on kag ubo ko. [559],hiligaynon,,active
CCH00560,May sip-on kag ubo ko. [560],hiligaynon,,active
CCH00561,Budlay gid ang ginhawa ko. [561],hiligaynon,,active
CCH00562,Naga suka ko. [562],hiligaynon,,active
CCH00563,May dugo sa ihi ako. [563],hiligaynon,,active
CCH00564,Wala akong lagnat. [564],hiligaynon,,active
CCH00565,Indi ko makaginhawa. [565],hiligaynon,,active
CCH00566,Wala akong lagnat. [566],hiligaynon,,active
CCH00567,May dugo sa akon suka. [567],hiligaynon,,active
CCH00568,Wala ko ginaubo. [568],hiligaynon,,active
CCH00569,Masakit akon dughan. [569],hiligaynon,,active
CCH00570,Kapoy gid ako. [570],hiligaynon,,active
CCH00571,Indi budlay ginhawa. [571],hiligaynon,,active
CCH00572,Indi ko makaginhawa. [572],hiligaynon,,active
CCH00573,Masakit tiyan ko. [573],hiligaynon,,active
CCH00574,Gapalanakit ulo ko. [574],hiligaynon,,active
CCH00575,Ginakulba ko. [575],hiligaynon,,active
CCH00576,Wala ko ginaubo. [576],hiligaynon,,active
CCH00577,may lagnat ko. [577],hiligaynon,,active
CCH00578,Wala akong lagnat. [578],hiligaynon,,active
CCH00579,May indi makaginhawa ako. [579],hiligaynon,,active
CCH00580,dugo sa tae ko. [580],hiligaynon,,active
CCH00581,May hapdi tutunlan ako. [581],hiligaynon,,active
CCH00582,Ginakulba ko. [582],hiligaynon,,active
CCH00583,masakit dulunggan ko. [583],hiligaynon,,active
CCH00584,Gapalanakit ulo ko. [584],hiligaynon,,active
CCH00585,Naga suka ko. [585],hiligaynon,,active
CCH00586,Masakit akon dughan. [586],hiligaynon,,active
CCH00587,Wala akong lagnat. [587],hiligaynon,,active
CCH00588,May ginsuka ako. [588],hiligaynon,,active
CCH00589,May ginsuyam ko sang 3 ka adlaw. [589],hiligaynon,,active
CCH00590,Budlay gid ang ginhawa ko. [590],hiligaynon,,active
CCH00591,Wala akong lagnat. [591],hiligaynon,,active
CCH00592,May ginapanuhot ako. [592],hiligaynon,,active
CCH00593,May sip-on kag ubo ko. [593],hiligaynon,,active
CCH00594,may dugo sa dumi ko. [594],hiligaynon,,active
CCH00595,Masakit akon dughan. [595],hiligaynon,,active
CCH00596,May dugo sa akon suka. [596],hiligaynon,,active
CCH00597,Kapoy gid ako. [597],hiligaynon,,active
CCH00598,May sip-on kag ubo ko. [598],hiligaynon,,active
CCH00599,Ginakalagnat ako. [599],hiligaynon,,active
CCH00600,Masakit tiyan ko. [600],hiligaynon,,active
CCH00601,Indi budlay ginhawa. [601],hiligaynon,,active
CCH00602,Indi budlay ginhawa. [602],hiligaynon,,active
CCH00603,May masakit likod ako. [603],hiligaynon,,active
CCH00604,Masakit akon dughan. [604],hiligaynon,,active
CCH00605,may ubo gid ko. [605],hiligaynon,,active
CCH00606,May sakit tiyan ako. [606],hiligaynon,,active
CCH00607,Budlay gid ang ginhawa ko. [607],hiligaynon,,active
CCH00608,Wala akong lagnat. [608],hiligaynon,,active
CCH00609,Indi ko makaginhawa. [609],hiligaynon,,active
CCH00610,Gapalanakit ulo ko. [610],hiligaynon,,active
CCH00611,Masakit tiyan ko. [611],hiligaynon,,active
CCH00612,May dugo sa akon suka. [612],hiligaynon,,active
CCH00613,Kapoy gid ako. [613],hiligaynon,,active
CCH00614,May gasakit tiyan ako. [614],hiligaynon,,active
CCH00615,ginakalipong gid ko. [615],hiligaynon,,active
CCH00616,May dugo sa akon suka. [616],hiligaynon,,active
CCH00617,May dugo sa akon suka. [617],hiligaynon,,active
CCH00618,Masakit tiyan ko. [618],hiligaynon,,active
CCH00619,Budlay gid ang ginhawa ko. [619],hiligaynon,,active
CCH00620,Indi budlay ginhawa. [620],hiligaynon,,active
CCH00621,May lipong ulo ako. [621],hiligaynon,,active
CCH00622,Wala ko ginaubo. [622],hiligaynon,,active
CCH00623,Gapalanakit ulo ko. [623],hiligaynon,,active
CCH00624,nagakalipong ko. [624],hiligaynon,,active
CCH00625,Masakit tiyan ko. [625],hiligaynon,,active
CCH00626,Wala akong lagnat. [626],hiligaynon,,active
CCH00627,Kapoy gid ako. [627],hiligaynon,,active
CCH00628,May ginakulba ko sang 5 ka adlaw. [628],hiligaynon,,active
CCH00629,May nagauba ko sang gahapon. [629],hiligaynon,,active
CCH00630,Ginakalagnat ako. [630],hiligaynon,,active
CCH00631,May may dugo sa dumi ako. [631],hiligaynon,,active
CCH00632,hapdi mag-ihi ko. [632],hiligaynon,,active
CCH00633,nagauyam ko. [633],hiligaynon,,active
CCH00634,May dugo sa akon suka. [634],hiligaynon,,active
CCH00635,hapdi mag-ihi ko. [635],hiligaynon,,active
CCH00636,Wala ko ginaubo. [636],hiligaynon,,active
CCH00637,Masakit tiyan ko. [637],hiligaynon,,active
CCH00638,Ginakalagnat ako. [638],hiligaynon,,active
CCH00639,Indi budlay ginhawa. [639],hiligaynon,,active
CCH00640,May dugo sa akon suka. [640],hiligaynon,,active
CCH00641,May init lawas ako. [641],hiligaynon,,active
CCH00642,Wala ko ginaubo. [642],hiligaynon,,active
CCH00643,Masakit tiyan ko. [643],hiligaynon,,active
CCH00644,barado ilong gid ko. [644],hiligaynon,,active
CCH00645,Indi ko makaginhawa. [645],hiligaynon,,active
CCH00646,May hapdi tutunlan ko sang 3 ka adlaw. [646],hiligaynon,,active
CCH00647,Kapoy gid ako. [647],hiligaynon,,active
CCH00648,May masakit dughan ako. [648],hiligaynon,,active
CCH00649,May gasakit dughan ako. [649],hiligaynon,,active
CCH00650,Masakit tiyan ko. [650],hiligaynon,,active
CCH00651,Indi ko makaginhawa. [651],hiligaynon,,active
CCH00652,Naga suka ko. [652],hiligaynon,,active
CCH00653,May sip-on kag ubo ko. [653],hiligaynon,,active
CCH00654,Naga suka ko. [654],hiligaynon,,active
CCH00655,May wala malay ako. [655],hiligaynon,,active
CCH00656,May gapalanakit ulo ako. [656],hiligaynon,,active
CCH00657,May dugo sa akon suka. [657],hiligaynon,,active
CCH00658,Masakit akon dughan. [658],hiligaynon,,active
CCH00659,gahilanat gid ko. [659],hiligaynon,,active
CCH00660,Masakit tiyan ko. [660],hiligaynon,,active
CCH00661,May kalipong ako. [661],hiligaynon,,active
CCH00662,Masakit tiyan ko. [662],hiligaynon,,active
CCH00663,Gapalanakit ulo ko. [663],hiligaynon,,active
CCH00664,May hapdi mag-ihi ako. [664],hiligaynon,,active
CCH00665,Gapalanakit ulo ko. [665],hiligaynon,,active
CCH00666,Ginakalagnat ako. [666],hiligaynon,,active
CCH00667,Ginakulba ko. [667],hiligaynon,,active
CCH00668,Indi ko makaginhawa. [668],hiligaynon,,active
CCH00669,Indi budlay ginhawa. [669],hiligaynon,,active
CCH00670,Naga suka ko. [670],hiligaynon,,active
CCH00671,Kapoy gid ako. [671],hiligaynon,,active
CCH00672,May masakit dibdib ko sang 5 ka adlaw. [672],hiligaynon,,active
CCH00673,Wala akong lagnat. [673],hiligaynon,,active
CCH00674,Naga suka ko. [674],hiligaynon,,active
CCH00675,Ginakalagnat ako. [675],hiligaynon,,active
CCH00676,Gapalanakit ulo ko. [676],hiligaynon,,active
CCH00677,Kapoy gid ako. [677],hiligaynon,,active
CCH00678,Wala ko ginaubo. [678],hiligaynon,,active
CCH00679,ginahubag gid ko. [679],hiligaynon,,active
CCH00680,May dugo sa akon suka. [680],hiligaynon,,active
CCH00681,Ginakalagnat ako. [681],hiligaynon,,active
CCH00682,Budlay gid ang ginhawa ko. [682],hiligaynon,,active
CCH00683,Budlay gid ang ginhawa ko. [683],hiligaynon,,active
CCH00684,May hapo ako. [684],hiligaynon,,active
CCH00685,Kapoy gid ako. [685],hiligaynon,,active
CCH00686,Indi ko makaginhawa. [686],hiligaynon,,active
CCH00687,Ginakulba ko. [687],hiligaynon,,active
CCH00688,Indi budlay ginhawa. [688],hiligaynon,,active
CCH00689,May sip-on kag ubo ko. [689],hiligaynon,,active
CCH00690,Indi budlay ginhawa. [690],hiligaynon,,active
CCH00691,Masakit tiyan ko. [691],hiligaynon,,active
CCH00692,Indi ko makaginhawa. [692],hiligaynon,,active
CCH00693,May ginakulba lawas ko sang 3 ka adlaw. [693],hiligaynon,,active
CCH00694,Wala ko ginaubo. [694],hiligaynon,,active
CCH00695,Wala ko ginaubo. [695],hiligaynon,,active
CCH00696,May kalipong ko sang 5 ka adlaw. [696],hiligaynon,,active
CCH00697,Wala ko ginaubo. [697],hiligaynon,,active
CCH00698,Ginakalagnat ako. [698],hiligaynon,,active
CCH00699,May paminsa ako. [699],hiligaynon,,active
CCH00700,hilanat gid ko. [700],hiligaynon,,active
CCH00701,kurog ko. [701],hiligaynon,,active
CCH00702,Ginakalagnat ako. [702],hiligaynon,,active
CCH00703,Gapalanakit ulo ko. [703],hiligaynon,,active
CCH00704,ginahubag gid ko. [704],hiligaynon,,active
CCH00705,May kurog ko sang 1 ka adlaw. [705],hiligaynon,,active
CCH00706,Wala ko ginaubo. [706],hiligaynon,,active
CCH00707,Ginakalagnat ako. [707],hiligaynon,,active
CCH00708,masakit dughan ko. [708],hiligaynon,,active
CCH00709,Kapoy gid ako. [709],hiligaynon,,active
CCH00710,Ginakalagnat ako. [710],hiligaynon,,active
