id,medical_condition,symptom,category,severity_level,urgency_score,emergency_flag,recommended_action,provider_required,hospital_referral,language,synonyms,keywords,hiligaynon_term,status
CTS0075,hand fracture,hand fracture,Fracture,EMERGENCY,90,1,Seek emergency medical care immediately / call emergency services.,1,1,en;hil,ano ang buhaton nabali kamot ko;ano ang buhaton nga nabali kamot ko;bag-o lang nabali kamot ko sang natumba gid;bag-o lang nabali kamot ko sang natumba gid ko;bag-o lang nabali kamot ko sang natumba ko gid;bag-o lang nabali kamot ko sang natumba man;bag-o lang nabali kamot ko sang natumba na gid;bag-o lang nabali kamot ku sang natumba gid;bag-o lang nabali kamot ku sang natumba gid ko;bag-o lang nabali kamot ku sang natumba ko gid;bag-o lang nabali kamot ku sang natumba man;bag-o lang nabali kamot ku sang natumba na gid;bag-o lang nabali na kamot ko sang natumba gid;bag-o lang nabali na kamot ko sang natumba gid ko;bag-o lang nabali na kamot ko sang natumba ko gid;bag-o lang nabali na kamot ko sang natumba man;bag-o lang nabali na kamot ko sang natumba na gid;basin nabali kamot ko;basin nabali kamot ko sang natumba gid;basin nabali kamot ko sang natumba gid ko;basin nabali kamot ko sang natumba ko gid;basin nabali kamot ko sang natumba man;basin nabali kamot ko sang natumba na gid;basin nabali kamot ku sang natumba gid;basin nabali kamot ku sang natumba gid ko;basin nabali kamot ku sang natumba ko gid;basin nabali kamot ku sang natumba man;basin nabali kamot ku sang natumba na gid;basin nabali na kamot ko sang natumba gid;basin nabali na kamot ko sang natumba gid ko;basin nabali na kamot ko sang natumba ko gid;basin nabali na kamot ko sang natumba man;basin nabali na kamot ko sang natumba na gid;basin nga nabali kamot ko;daw nabali kamot ko;daw nabali kamot ko sang natumba gid;daw nabali kamot ko sang natumba gid ko;daw nabali kamot ko sang natumba ko gid;daw nabali kamot ko sang natumba man;daw nabali kamot ko sang natumba na gid;daw nabali kamot ku sang natumba gid;daw nabali kamot ku sang natumba gid ko;daw nabali kamot ku sang natumba ko gid;daw nabali kamot ku sang natumba man;daw nabali kamot ku sang natumba na gid;daw nabali na kamot ko sang natumba gid;daw nabali na kamot ko sang natumba gid ko;daw nabali na kamot ko sang natumba ko gid;daw nabali na kamot ko sang natumba man;daw nabali na kamot ko sang natumba na gid;daw nga nabali kamot ko;doc nabali kamot ko;dugay na nabali kamot ko sang natumba gid;dugay na nabali kamot ko sang natumba gid ko;dugay na nabali kamot ko sang natumba ko gid;dugay na nabali kamot ko sang natumba man;dugay na nabali kamot ko sang natumba na gid;dugay na nabali kamot ku sang natumba gid;dugay na nabali kamot ku sang natumba gid ko;dugay na nabali kamot ku sang natumba ko gid;dugay na nabali kamot ku sang natumba man;dugay na nabali kamot ku sang natumba na gid;dugay na nabali na kamot ko sang natumba gid;dugay na nabali na kamot ko sang natumba gid ko;dugay na nabali na kamot ko sang natumba ko gid;dugay na nabali na kamot ko sang natumba man;dugay na nabali na kamot ko sang natumba na gid;ginabalaka ko nabali kamot ko sang natumba gid;ginabalaka ko nabali kamot ko sang natumba gid ko;ginabalaka ko nabali kamot ko sang natumba ko gid;ginabalaka ko nabali kamot ko sang natumba man;ginabalaka ko nabali kamot ko sang natumba na gid;ginabalaka ko nabali na kamot ko sang natumba gid;ginabalaka ko nabali na kamot ko sang natumba gid ko;ginabalaka ko nabali na kamot ko sang natumba ko gid;ginabalaka ko nabali na kamot ko sang natumba man;ginabalaka ko nabali na kamot ko sang natumba na gid;ginabalaka ku nabali kamot ko sang natumba gid;ginabalaka ku nabali kamot ko sang natumba gid ko;ginabalaka ku nabali kamot ko sang natumba ko gid;ginabalaka ku nabali kamot ko sang natumba man;ginabalaka ku nabali kamot ko sang natumba na gid;ginpangayo ko doctor nabali kamot ko sang natumba gid;ginpangayo ko doctor nabali kamot ko sang natumba gid ko;ginpangayo ko doctor nabali kamot ko sang natumba ko gid;ginpangayo ko doctor nabali kamot ko sang natumba man;ginpangayo ko doctor nabali kamot ko sang natumba na gid;ginpangayo ko doctor nabali na kamot ko sang natumba gid;ginpangayo ko doctor nabali na kamot ko sang natumba gid ko;ginpangayo ko doctor nabali na kamot ko sang natumba ko gid;ginpangayo ko doctor nabali na kamot ko sang natumba man;ginpangayo ko doctor nabali na kamot ko sang natumba na gid;ginpangayo ku doctor nabali kamot ko sang natumba gid;ginpangayo ku doctor nabali kamot ko sang natumba gid ko;ginpangayo ku doctor nabali kamot ko sang natumba ko gid;ginpangayo ku doctor nabali kamot ko sang natumba man;ginpangayo ku doctor nabali kamot ko sang natumba na gid;karon nabali kamot ko sang natumba gid;karon nabali kamot ko sang natumba gid ko;karon nabali kamot ko sang natumba ko gid;karon nabali kamot ko sang natumba man;karon nabali kamot ko sang natumba na gid;karon nabali kamot ku sang natumba gid;karon nabali kamot ku sang natumba gid ko;karon nabali kamot ku sang natumba ko gid;karon nabali kamot ku sang natumba man;karon nabali kamot ku sang natumba na gid;karon nabali na kamot ko sang natumba gid;karon nabali na kamot ko sang natumba gid ko;karon nabali na kamot ko sang natumba ko gid;karon nabali na kamot ko sang natumba man;karon nabali na kamot ko sang natumba na gid;nabali acun kamot;nabali akon kamot;nabali gid kamot ko;nabali gid kamot ku;nabali kamot ko;nabali kamot ko sang natumba;nabali kamot ku;nabali kamot ku sang natumba;nabali na akon kamot;nabali na gid kamot ko;nabali na kamot ko;nabali na kamot ko sang natumba;perme nabali kamot ko;perme nga nabali kamot ko;posible nabali kamot ko;posible nga nabali kamot ko;subong nabali kamot ko sang natumba gid;subong nabali kamot ko sang natumba gid ko;subong nabali kamot ko sang natumba ko gid;subong nabali kamot ko sang natumba man;subong nabali kamot ko sang natumba na gid;subong nabali kamot ku sang natumba gid;subong nabali kamot ku sang natumba gid ko;subong nabali kamot ku sang natumba ko gid;subong nabali kamot ku sang natumba man;subong nabali kamot ku sang natumba na gid;subong nabali na kamot ko sang natumba gid;subong nabali na kamot ko sang natumba gid ko;subong nabali na kamot ko sang natumba ko gid;subong nabali na kamot ko sang natumba man;subong nabali na kamot ko sang natumba na gid;wala ko kasugtan nabali kamot ko sang natumba gid;wala ko kasugtan nabali kamot ko sang natumba gid ko;wala ko kasugtan nabali kamot ko sang natumba ko gid;wala ko kasugtan nabali kamot ko sang natumba man;wala ko kasugtan nabali kamot ko sang natumba na gid;wala ko kasugtan nabali na kamot ko sang natumba gid;wala ko kasugtan nabali na kamot ko sang natumba gid ko;wala ko kasugtan nabali na kamot ko sang natumba ko gid;wala ko kasugtan nabali na kamot ko sang natumba man;wala ko kasugtan nabali na kamot ko sang natumba na gid;wala ku kasugtan nabali kamot ko sang natumba gid;wala ku kasugtan nabali kamot ko sang natumba gid ko;wala ku kasugtan nabali kamot ko sang natumba ko gid;wala ku kasugtan nabali kamot ko sang natumba man;wala ku kasugtan nabali kamot ko sang natumba na gid,hand fracture,ano ang buhaton nabali kamot ko,active
CTS0076,hand swelling with bleeding,hand swelling with bleeding,Trauma,EMERGENCY,90,1,Seek emergency medical care immediately / call emergency services.,1,1,en;hil,3 ka adlaw na gahubag kamot ko kag nagdugo kamot ko;dugay na gahubag kamot ko kag nagdugo kamot ko;gahubag kamot ko kag nagdugo kamot ko;gahubag kamot ko upod sang nagdugo kamot ko;subong gahubag kamot ko kag nagdugo kamot ko,hand swelling with bleeding,3 ka adlaw na gahubag kamot ko kag nagdugo kamot ko,active
CTS0077,hand wound,hand wound,Wound,URGENT,55,0,Consult a healthcare provider as soon as possible (same day / within hours).,1,0,en;hil,3 ka adlaw may pilas ko sa kamot;5 ka adlaw may pilas ko sa kamot;bag-o lang may pilas ko sa kamot;dugay na may pilas ko sa kamot;gahapon may pilas ko sa kamot;kagapon may pilas ko sa kamot;may pilas ako sa kamot;may pilas akon kamot;may pilas ko sa kamot;may pilas ko sa kamot 3 ka adlaw;may pilas ko sa kamot 5 ka adlaw;may pilas ko sa kamot bag-o lang;may pilas ko sa kamot dugay na;may pilas ko sa kamot gahapon;may pilas ko sa kamot kagapon;may pilas ko sa kamot semana na;may pilas ko sa kamot subong lang;may pilas sa kamot ko;nagdugo ang pilas sa kamot ko;nagdugo pilas ko sa kamot;nagdugo pilas sa kamot ko;semana na may pilas ko sa kamot;subong lang may pilas ko sa kamot,hand wound,3 ka adlaw may pilas ko sa kamot,active
CTS0078,head bleeding,head bleeding,Bleeding,EMERGENCY,90,1,Seek emergency medical care immediately / call emergency services.,1,1,en;hil,ano ang buhaton nagdugo ulo ko;ano ang buhaton nga nagdugo ulo ko;basin nagdugo ulo ko;basin nga nagdugo ulo ko;daw nagdugo ulo ko;daw nga nagdugo ulo ko;dugo gid ang ulo ko;dugo gid ang ulo ku;may dugo sa ulo ko;may dugo sa ulo ku;nag dugo akon ulo;nag dugo ang ulo ko;nag dugo gid ulo ko;nag dugo ulo ko;nagdugo acun ulo;nagdugo akon ulo;nagdugo ang ulo ko;nagdugo ang ulo ku;nagdugo gid ulo ko;nagdugo gid ulo ku;nagdugo ulo ko;nagdugo ulo ku;perme nagdugo ulo ko;perme nga nagdugo ulo ko;posible nagdugo ulo ko;posible nga nagdugo ulo ko,head bleeding,ano ang buhaton nagdugo ulo ko,active
CTS0079,head bleeding after fall,head bleeding after fall,Trauma,EMERGENCY,90,1,Seek emergency medical care immediately / call emergency services.,1,1,en;hil,bag-o lang nag dugo ulo ko pagkatapos natumba gid;bag-o lang nag dugo ulo ko pagkatapos natumba gid ko;bag-o lang nag dugo ulo ko pagkatapos natumba ko gid;bag-o lang nag dugo ulo ko pagkatapos natumba man;bag-o lang nag dugo ulo ko pagkatapos natumba na gid;bag-o lang nagdugo ulo ko pagkatapos natumba gid;bag-o lang nagdugo ulo ko pagkatapos natumba gid ko;bag-o lang nagdugo ulo ko pagkatapos natumba ko gid;bag-o lang nagdugo ulo ko pagkatapos natumba man;bag-o lang nagdugo ulo ko pagkatapos natumba na gid;bag-o lang nagdugo ulo ku pagkatapos natumba gid;bag-o lang nagdugo ulo ku pagkatapos natumba gid ko;bag-o lang nagdugo ulo ku pagkatapos natumba ko gid;bag-o lang nagdugo ulo ku pagkatapos natumba man;bag-o lang nagdugo ulo ku pagkatapos natumba na gid;basin nag dugo ulo ko pagkatapos natumba gid;basin nag dugo ulo ko pagkatapos natumba gid ko;basin nag dugo ulo ko pagkatapos natumba ko gid;basin nag dugo ulo ko pagkatapos natumba man;basin nag dugo ulo ko pagkatapos natumba na gid;basin nagdugo ulo ko pagkatapos natumba gid;basin nagdugo ulo ko pagkatapos natumba gid ko;basin nagdugo ulo ko pagkatapos natumba ko gid;basin nagdugo ulo ko pagkatapos natumba man;basin nagdugo ulo ko pagkatapos natumba na gid;basin nagdugo ulo ku pagkatapos natumba gid;basin nagdugo ulo ku pagkatapos natumba gid ko;basin nagdugo ulo ku pagkatapos natumba ko gid;basin nagdugo ulo ku pagkatapos natumba man;basin nagdugo ulo ku pagkatapos natumba na gid;daw nag dugo ulo ko pagkatapos natumba gid;daw nag dugo ulo ko pagkatapos natumba gid ko;daw nag dugo ulo ko pagkatapos natumba ko gid;daw nag dugo ulo ko pagkatapos natumba man;daw nag dugo ulo ko pagkatapos natumba na gid;daw nagdugo ulo ko pagkatapos natumba gid;daw nagdugo ulo ko pagkatapos natumba gid ko;daw nagdugo ulo ko pagkatapos natumba ko gid;daw nagdugo ulo ko pagkatapos natumba man;daw nagdugo ulo ko pagkatapos natumba na gid;daw nagdugo ulo ku pagkatapos natumba gid;daw nagdugo ulo ku pagkatapos natumba gid ko;daw nagdugo ulo ku pagkatapos natumba ko gid;daw nagdugo ulo ku pagkatapos natumba man;daw nagdugo ulo ku pagkatapos natumba na gid;dugay na nag dugo ulo ko pagkatapos natumba gid;dugay na nag dugo ulo ko pagkatapos natumba gid ko;dugay na nag dugo ulo ko pagkatapos natumba ko gid;dugay na nag dugo ulo ko pagkatapos natumba man;dugay na nag dugo ulo ko pagkatapos natumba na gid;dugay na nagdugo ulo ko pagkatapos natumba gid;dugay na nagdugo ulo ko pagkatapos natumba gid ko;dugay na nagdugo ulo ko pagkatapos natumba ko gid;dugay na nagdugo ulo ko pagkatapos natumba man;dugay na nagdugo ulo ko pagkatapos natumba na gid;dugay na nagdugo ulo ku pagkatapos natumba gid;dugay na nagdugo ulo ku pagkatapos natumba gid ko;dugay na nagdugo ulo ku pagkatapos natumba ko gid;dugay na nagdugo ulo ku pagkatapos natumba man;dugay na nagdugo ulo ku pagkatapos natumba na gid;ginabalaka ko nag dugo ulo ko pagkatapos natumba gid;ginabalaka ko nag dugo ulo ko pagkatapos natumba gid ko;ginabalaka ko nag dugo ulo ko pagkatapos natumba ko gid;ginabalaka ko nag dugo ulo ko pagkatapos natumba man;ginabalaka ko nag dugo ulo ko pagkatapos natumba na gid;ginabalaka ko nagdugo ulo ko pagkatapos natumba gid;ginabalaka ko nagdugo ulo ko pagkatapos natumba gid ko;ginabalaka ko nagdugo ulo ko pagkatapos natumba ko gid;ginabalaka ko nagdugo ulo ko pagkatapos natumba man;ginabalaka ko nagdugo ulo ko pagkatapos natumba na gid;ginabalaka ku nagdugo ulo ko pagkatapos natumba gid;ginabalaka ku nagdugo ulo ko pagkatapos natumba gid ko;ginabalaka ku nagdugo ulo ko pagkatapos natumba ko gid;ginabalaka ku nagdugo ulo ko pagkatapos natumba man;ginabalaka ku nagdugo ulo ko pagkatapos natumba na gid;ginpangayo ko doctor nag dugo ulo ko pagkatapos natumba gid;ginpangayo ko doctor nag dugo ulo ko pagkatapos natumba gid ko;ginpangayo ko doctor nag dugo ulo ko pagkatapos natumba ko gid;ginpangayo ko doctor nag dugo ulo ko pagkatapos natumba man;ginpangayo ko doctor nag dugo ulo ko pagkatapos natumba na gid;ginpangayo ko doctor nagdugo ulo ko pagkatapos natumba gid;ginpangayo ko doctor nagdugo ulo ko pagkatapos natumba gid ko;ginpangayo ko doctor nagdugo ulo ko pagkatapos natumba ko gid;ginpangayo ko doctor nagdugo ulo ko pagkatapos natumba man;ginpangayo ko doctor nagdugo ulo ko pagkatapos natumba na gid;ginpangayo ku doctor nagdugo ulo ko pagkatapos natumba gid;ginpangayo ku doctor nagdugo ulo ko pagkatapos natumba gid ko;ginpangayo ku doctor nagdugo ulo ko pagkatapos natumba ko gid;ginpangayo ku doctor nagdugo ulo ko pagkatapos natumba man;ginpangayo ku doctor nagdugo ulo ko pagkatapos natumba na gid;karon nag dugo ulo ko pagkatapos natumba gid;karon nag dugo ulo ko pagkatapos natumba gid ko;karon nag dugo ulo ko pagkatapos natumba ko gid;karon nag dugo ulo ko pagkatapos natumba man;karon nag dugo ulo ko pagkatapos natumba na gid;karon nagdugo ulo ko pagkatapos natumba gid;karon nagdugo ulo ko pagkatapos natumba gid ko;karon nagdugo ulo ko pagkatapos natumba ko gid;karon nagdugo ulo ko pagkatapos natumba man;karon nagdugo ulo ko pagkatapos natumba na gid;karon nagdugo ulo ku pagkatapos natumba gid;karon nagdugo ulo ku pagkatapos natumba gid ko;karon nagdugo ulo ku pagkatapos natumba ko gid;karon nagdugo ulo ku pagkatapos natumba man;karon nagdugo ulo ku pagkatapos natumba na gid;nag dugo ulo ko pagkatapos natumba;nagdugo ulo ko pagkatapos natumba;nagdugo ulo ku pagkatapos natumba;subong nag dugo ulo ko pagkatapos natumba gid;subong nag dugo ulo ko pagkatapos natumba gid ko;subong nag dugo ulo ko pagkatapos natumba ko gid;subong nag dugo ulo ko pagkatapos natumba man;subong nag dugo ulo ko pagkatapos natumba na gid;subong nagdugo ulo ko pagkatapos natumba gid;subong nagdugo ulo ko pagkatapos natumba gid ko;subong nagdugo ulo ko pagkatapos natumba ko gid;subong nagdugo ulo ko pagkatapos natumba man;subong nagdugo ulo ko pagkatapos natumba na gid;subong nagdugo ulo ku pagkatapos natumba gid;subong nagdugo ulo ku pagkatapos natumba gid ko;subong nagdugo ulo ku pagkatapos natumba ko gid;subong nagdugo ulo ku pagkatapos natumba man;subong nagdugo ulo ku pagkatapos natumba na gid;wala ko kasugtan nag dugo ulo ko pagkatapos natumba gid;wala ko kasugtan nag dugo ulo ko pagkatapos natumba gid ko;wala ko kasugtan nag dugo ulo ko pagkatapos natumba ko gid;wala ko kasugtan nag dugo ulo ko pagkatapos natumba man;wala ko kasugtan nag dugo ulo ko pagkatapos natumba na gid;wala ko kasugtan nagdugo ulo ko pagkatapos natumba gid;wala ko kasugtan nagdugo ulo ko pagkatapos natumba gid ko;wala ko kasugtan nagdugo ulo ko pagkatapos natumba ko gid;wala ko kasugtan nagdugo ulo ko pagkatapos natumba man;wala ko kasugtan nagdugo ulo ko pagkatapos natumba na gid;wala ku kasugtan nagdugo ulo ko pagkatapos natumba gid;wala ku kasugtan nagdugo ulo ko pagkatapos natumba gid ko;wala ku kasugtan nagdugo ulo ko pagkatapos natumba ko gid;wala ku kasugtan nagdugo ulo ko pagkatapos natumba man;wala ku kasugtan nagdugo ulo ko pagkatapos natumba na gid,head bleeding after fall,bag-o lang nag dugo ulo ko pagkatapos natumba gid,active
CTS0080,head bleeding with dizziness,head bleeding with dizziness,Trauma,EMERGENCY,90,1,Seek emergency medical care immediately / call emergency services.,1,1,en;hil,3 ka adlaw na nagdugo ulo ko kag nahilo ko;dugay na nagdugo ulo ko kag nahilo ko;nagdugo ulo ko kag nahilo ko;nagdugo ulo ko upod sang nahilo ko;subong nagdugo ulo ko kag nahilo ko,head bleeding with dizziness,3 ka adlaw na nagdugo ulo ko kag nahilo ko,active
CTS0081,head bruise,head bruise,Trauma,URGENT,55,0,Consult a healthcare provider as soon as possible (same day / within hours).,1,0,en;hil,nabun-og ulo ko,head bruise,nabun-og ulo ko,active
CTS0082,head hematoma,head hematoma,Trauma,EMERGENCY,90,1,Seek emergency medical care immediately / call emergency services.,1,1,en;hil,nabuklan ko sa ulo;nabuklan ku sa ulo,head hematoma,nabuklan ko sa ulo,active
CTS0083,head infection,head infection,Infection,NON_URGENT,20,0,Schedule a routine consultation with a healthcare provider.,0,0,en;hil,may nana akon ulo;may nana ko sa ulo;may nana sa akon ulo;may nana sa ulo ko;may nana ulo;may nana ulo ko,head infection,may nana akon ulo,active
CTS0084,head injury from concrete,head injury from concrete,Trauma,EMERGENCY,90,1,Seek emergency medical care immediately / call emergency services.,1,1,en;hil,nabunggo ko sa semento;nabunggo ku sa semento,head injury from concrete,nabunggo ko sa semento,active
CTS0085,head injury from fall,head injury from fall,Trauma,EMERGENCY,90,1,Seek emergency medical care immediately / call emergency services.,1,1,en;hil,natumba ko kag nasamdan ulo ko;natumba ku kag nasamdan ulo ko,head injury from fall,natumba ko kag nasamdan ulo ko,active
CTS0086,head injury from rock,head injury from rock,Trauma,EMERGENCY,90,1,Seek emergency medical care immediately / call emergency services.,1,1,en;hil,nabunggo ako sa bato;nabunggo ko sa bato;nabunggo ku sa bato,head injury from rock,nabunggo ako sa bato,active
CTS0087,head injury with bleeding,head injury with bleeding,Trauma,EMERGENCY,90,1,Seek emergency medical care immediately / call emergency services.,1,1,en;hil,nadanlug ko kag nag dugo ulo;nadanlug ko kag nagdugo ulo;nadanlug ku kag nagdugo ulo,head injury with bleeding,nadanlug ko kag nag dugo ulo,active
CTS0088,head wound,head wound,Wound,URGENT,55,0,Consult a healthcare provider as soon as possible (same day / within hours).,1,0,en;hil,may pilas ako sa ulo;may pilas akon ulo;may pilas ko sa ulo;may pilas sa ulo ko;nagdugo ang pilas sa ulo ko;nagdugo pilas ko sa ulo;nagdugo pilas sa ulo ko,head wound,may pilas ako sa ulo,active
CTS0089,heart disease,chest pain;palpitations,Cardiovascular,URGENT,55,0,Consult a healthcare provider as soon as possible (same day / within hours).,1,0,en;hil,cardiac disease;heart disease;sakit puso;sakit sa tagipusuon,heart disease,sakit puso,active
CTS0090,heart infection,heart infection,Infection,NON_URGENT,20,0,Schedule a routine consultation with a healthcare provider.,0,0,en;hil,may nana akon tagipusuon;may nana ko sa tagipusuon;may nana sa akon tagipusuon;may nana sa tagipusuon ko;may nana tagipusuon;may nana tagipusuon ko,heart infection,may nana akon tagipusuon,active
CTS0091,heel infection,heel infection,Infection,NON_URGENT,20,0,Schedule a routine consultation with a healthcare provider.,0,0,en;hil,may nana akon tikod;may nana ko sa tikod;may nana sa akon tikod;may nana sa tikod ko;may nana tikod;may nana tikod ko,heel infection,may nana akon tikod,active
CTS0092,hyperacidity,epigastric pain;heartburn,Digestive,NON_URGENT,20,0,Schedule a routine consultation with a healthcare provider.,0,0,en;hil,asido;gastric;hyper acidity;hyperacidity,hyperacidity,hyperacidity,active
CTS0093,hypertension,headache;dizziness,Cardiovascular,URGENT,55,0,Consult a healthcare provider as soon as possible (same day / within hours).,1,0,en;hil,HPN;alta presyon;high blood;highblood;hpn;hypertension;taas blood pressure;taas bp,hypertension,alta presyon,active
CTS0094,hypotension,dizziness;weakness,Cardiovascular,URGENT,55,0,Consult a healthcare provider as soon as possible (same day / within hours).,1,0,en;hil,baba bp;hypotension;low blood;lowblood,hypotension,low blood,active
CTS0095,infected ear,infected ear,Infection,NON_URGENT,20,0,Schedule a routine consultation with a healthcare provider.,0,0,en;hil,may nana akon dalunggan;may nana dalunggan;may nana dalunggan ko;may nana ko sa dalunggan;may nana sa akon dalunggan;may nana sa dalunggan ko,infected ear,may nana akon dalunggan,active
CTS0096,infected finger,infected finger,Infection,NON_URGENT,20,0,Schedule a routine consultation with a healthcare provider.,0,0,en;hil,may nana akon tudlo;may nana ko sa tudlo;may nana sa akon tudlo;may nana sa tudlo ko;may nana tudlo;may nana tudlo ko,infected finger,may nana akon tudlo,active
CTS0097,infected foot,infected foot,Infection,NON_URGENT,20,0,Schedule a routine consultation with a healthcare provider.,0,0,en;hil,may nana akon paa;may nana akon tiil;may nana ko sa paa;may nana ko sa tiil;may nana paa;may nana paa ko;may nana sa akon paa;may nana sa akon tiil;may nana sa paa ko;may nana sa tiil ko;may nana tiil;may nana tiil ko,infected foot,may nana akon paa,active
CTS0098,infected nose,infected nose,Infection,NON_URGENT,20,0,Schedule a routine consultation with a healthcare provider.,0,0,en;hil,may nana akon ilong;may nana ilong;may nana ilong ko;may nana ko sa ilong;may nana sa akon ilong;may nana sa ilong ko,infected nose,may nana akon ilong,active
CTS0099,infected wound,infected wound,Infection,URGENT,55,0,Consult a healthcare provider as soon as possible (same day / within hours).,1,0,en;hil,mapait ang pilas ko;may nana sa pilas ko,infected wound,mapait ang pilas ko,active
CTS0100,influenza,fever;cough;body aches,Infectious,URGENT,55,0,Consult a healthcare provider as soon as possible (same day / within hours).,1,0,en;hil,flu;influenza;may trangkaso;trangkaso;trangkaso ko,influenza;flu,trangkaso,active
CTS0101,insomnia,difficulty sleeping,Mental Health,NON_URGENT,20,0,Schedule a routine consultation with a healthcare provider.,0,0,en;hil,sleeplessness,insomnia;sleep,indi makatulog,active
CTS0102,jaw infection,jaw infection,Infection,NON_URGENT,20,0,Schedule a routine consultation with a healthcare provider.,0,0,en;hil,may nana akon awang;may nana awang;may nana awang ko;may nana ko sa awang;may nana sa akon awang;may nana sa awang ko,jaw infection,may nana akon awang,active
CTS0103,kidney disease,flank pain;edema;oliguria,Urinary,URGENT,55,0,Consult a healthcare provider as soon as possible (same day / within hours).,1,0,en;hil,CKD;kidney disease;sakit bato;sakit sa kidney,kidney disease,sakit bato,active
CTS0104,kidney infection,kidney infection,Infection,NON_URGENT,20,0,Schedule a routine consultation with a healthcare provider.,0,0,en;hil,may nana akon bato;may nana bato;may nana bato ko;may nana ko sa bato;may nana sa akon bato;may nana sa bato ko,kidney infection,may nana akon bato,active
CTS0105,knee fracture,knee fracture,Fracture,EMERGENCY,90,1,Seek emergency medical care immediately / call emergency services.,1,1,en;hil,nabali acun tuhod;nabali akon tuhod;nabali gid tuhod ko;nabali gid tuhod ku;nabali na akon tuhod;nabali na gid tuhod ko;nabali na tuhod ko;nabali tuhod ko;nabali tuhod ku,knee fracture,nabali acun tuhod,active
CTS0106,knee infection,knee infection,Infection,NON_URGENT,20,0,Schedule a routine consultation with a healthcare provider.,0,0,en;hil,may nana akon tuhod;may nana ko sa tuhod;may nana sa akon tuhod;may nana sa tuhod ko;may nana tuhod;may nana tuhod ko,knee infection,may nana akon tuhod,active
CTS0107,knee sprain,knee sprain,Trauma,NON_URGENT,20,0,Schedule a routine consultation with a healthcare provider.,0,0,en;hil,nabalian akon tuhod;nabalian gid tuhod ko;nabalian tuhod ko,knee sprain,nabalian akon tuhod,active
CTS0108,leg burn,leg burn,Burn,URGENT,55,0,Consult a healthcare provider as soon as possible (same day / within hours).,1,0,en;hil,mapula nasunog batiis ko;may pilas nasunog sa batiis ko;nasunog akon batiis;nasunog batiis ko;nasunog gid batiis ko;nasunog ko ang batiis,leg burn,mapula nasunog batiis ko,active
CTS0109,leg fracture,leg fracture,Fracture,EMERGENCY,90,1,Seek emergency medical care immediately / call emergency services.,1,1,en;hil,nabali acun batiis;nabali akon batiis;nabali batiis ko;nabali batiis ku;nabali gid batiis ko;nabali gid batiis ku;nabali na akon batiis;nabali na batiis ko;nabali na gid batiis ko,leg fracture,nabali acun batiis,active
CTS0110,leg infection,leg infection,Infection,NON_URGENT,20,0,Schedule a routine consultation with a healthcare provider.,0,0,en;hil,may nana akon batiis;may nana batiis;may nana batiis ko;may nana ko sa batiis;may nana sa akon batiis;may nana sa batiis ko,leg infection,may nana akon batiis,active
CTS0111,leg wound,leg wound,Wound,URGENT,55,0,Consult a healthcare provider as soon as possible (same day / within hours).,1,0,en;hil,may pilas ako sa batiis;may pilas akon batiis;may pilas ko sa batiis;may pilas sa batiis ko;nagdugo ang pilas sa batiis ko;nagdugo pilas ko sa batiis;nagdugo pilas sa batiis ko,leg wound,may pilas ako sa batiis,active
CTS0112,leptospirosis,fever;muscle pain;jaundice,Infectious,EMERGENCY,90,1,Seek emergency medical care immediately / call emergency services.,1,1,en;hil,lepto;leptospirosis;may leptospirosis,leptospirosis,leptospirosis,active
CTS0113,liver infection,liver infection,Infection,NON_URGENT,20,0,Schedule a routine consultation with a healthcare provider.,0,0,en;hil,may nana akon atay;may nana atay;may nana atay ko;may nana ko sa atay;may nana sa akon atay;may nana sa atay ko,liver infection,may nana akon atay,active
CTS0114,measles,fever;rash;cough,Infectious,URGENT,55,0,Consult a healthcare provider as soon as possible (same day / within hours).,1,0,en;hil,may tigdas;measles;tigdas,measles,tigdas,active
CTS0115,medication overdose,medication overdose,Emergency,EMERGENCY,90,1,Seek emergency medical care immediately / call emergency services.,1,1,en;hil,naka-inom sang tambal sobra,medication overdose,naka-inom sang tambal sobra,active
CTS0116,migraine,severe headache;photophobia,Neurological,URGENT,55,0,Consult a healthcare provider as soon as possible (same day / within hours).,1,0,en;hil,may migraine;migraine;migren,migraine,migraine,active
CTS0117,mild constipation,constipation,Digestive,NON_URGENT,20,0,Schedule a routine consultation with a healthcare provider.,0,0,en;hil,constipated,constipation,constipated ko,active
CTS0118,mild fatigue,fatigue,General,NON_URGENT,20,0,Schedule a routine consultation with a healthcare provider.,0,0,en;hil,kapoy,fatigue;tired,ginakapoy,active
CTS0119,mild skin rash,rash;itchiness,Dermatology,NON_URGENT,20,0,Schedule a routine consultation with a healthcare provider.,0,0,en;hil,pantal,rash mild,may rashes,active
CTS0120,minor electrical shock,minor electrical shock,Trauma,URGENT,55,0,Consult a healthcare provider as soon as possible (same day / within hours).,1,0,en;hil,nakuryente gamay ko,minor electrical shock,nakuryente gamay ko,active
CTS0121,mosquito bite,mosquito bite,Bite,URGENT,55,0,Consult a healthcare provider as soon as possible (same day / within hours).,1,0,en;hil,ginakagat sang lamok ko;ginkagat ako sang lamok;ginkagat lamok ako;ginkagat sang lamok ko;kagat lamok;may kagat sang lamok ko,mosquito bite,ginakagat sang lamok ko,active
