symptom_key,aliases,display_name,category,tip_1,tip_2,tip_3,tip_4,when_to_seek_care,resource_label,resource_url,active
b5_camera_shop_counter_anxiety_queue_shake,b5 anxiety queue shake camera shop counter|camera shop counter anxious shakiness in queue|anxiety_queue_shake @camera_shop_counter|Anxious shakiness in queue during camera shop counter,Anxious shakiness in queue (camera shop counter),mental_health,Longer exhales for one minute; feet flat on the floor.,During camera shop counter: sip water; pause extra caffeine for now.,Step to a quieter safer spot and name five things you see.,Reach a trusted person; Hopeline 1553 if thoughts feel unsafe.,"Seek help for thoughts of self-harm, inability to function, or crisis (PH Hopeline 1553).",National Cancer Institute,https://www.cancer.gov/,1
b5_camera_shop_counter_irritable_hungry_heat,b5 irritable hungry heat camera shop counter|camera shop counter irritable hungry in heat|irritable_hungry_heat @camera_shop_counter|Irritable hungry in heat during camera shop counter,Irritable hungry in heat (camera shop counter),mental_health,Longer exhales for one minute; feet flat on the floor.,During camera shop counter: sip water; pause extra caffeine for now.,Step to a quieter safer spot and name five things you see.,Reach a trusted person; Hopeline 1553 if thoughts feel unsafe.,"Seek help for thoughts of self-harm, inability to function, or crisis (PH Hopeline 1553).",CDC: Diseases & Conditions,https://www.cdc.gov/diseasesconditions/,1
b5_camera_shop_counter_focus_fatigue_noise,b5 focus fatigue noise camera shop counter|camera shop counter focus fatigue noisy hall|focus_fatigue_noise @camera_shop_counter|Focus fatigue noisy hall during camera shop counter,Focus fatigue noisy hall (camera shop counter),mental_health,Longer exhales for one minute; feet flat on the floor.,During camera shop counter: sip water; pause extra caffeine for now.,Step to a quieter safer spot and name five things you see.,Reach a trusted person; Hopeline 1553 if thoughts feel unsafe.,"Seek help for thoughts of self-harm, inability to function, or crisis (PH Hopeline 1553).",Mayo Clinic: Diseases & Conditions,https://www.mayoclinic.org/diseases-conditions,1
b5_camera_shop_counter_lonely_crowd_event,b5 lonely crowd event camera shop counter|camera shop counter lonely in crowded event|lonely_crowd_event @camera_shop_counter|Lonely in crowded event during camera shop counter,Lonely in crowded event (camera shop counter),mental_health,Longer exhales for one minute; feet flat on the floor.,During camera shop counter: sip water; pause extra caffeine for now.,Step to a quieter safer spot and name five things you see.,Reach a trusted person; Hopeline 1553 if thoughts feel unsafe.,"Seek help for thoughts of self-harm, inability to function, or crisis (PH Hopeline 1553).",FDA US: Consumer Updates,https://www.fda.gov/consumers/consumer-updates,1
b5_camera_shop_counter_overstim_flash_lights,b5 overstim flash lights camera shop counter|camera shop counter overstimulated flash lights|overstim_flash_lights @camera_shop_counter|Overstimulated flash lights during camera shop counter,Overstimulated flash lights (camera shop counter),mental_health,Longer exhales for one minute; feet flat on the floor.,During camera shop counter: sip water; pause extra caffeine for now.,Step to a quieter safer spot and name five things you see.,Reach a trusted person; Hopeline 1553 if thoughts feel unsafe.,"Seek help for thoughts of self-harm, inability to function, or crisis (PH Hopeline 1553).",Philippine Pediatric Society (PPS),https://pps.org.ph/,1
b5_camera_shop_counter_caffeine_tremor_mild,b5 caffeine tremor mild camera shop counter|camera shop counter mild caffeine tremor|caffeine_tremor_mild @camera_shop_counter|Mild caffeine tremor during camera shop counter,Mild caffeine tremor (camera shop counter),mental_health,Longer exhales for one minute; feet flat on the floor.,During camera shop counter: sip water; pause extra caffeine for now.,Step to a quieter safer spot and name five things you see.,Reach a trusted person; Hopeline 1553 if thoughts feel unsafe.,"Seek help for thoughts of self-harm, inability to function, or crisis (PH Hopeline 1553).",WHO: Health topics,https://www.who.int/health-topics,1
b5_camera_shop_counter_sleep_debt_headache,b5 sleep debt headache camera shop counter|camera shop counter sleep-debt dull headache|sleep_debt_headache @camera_shop_counter|Sleep-debt dull headache during camera shop counter,Sleep-debt dull headache (camera shop counter),neurological,Rest in a quieter dimmer spot; loosen tight headwear.,During camera shop counter: sip water and unclench the jaw and shoulders.,Cool cloth on the painful area for about 10 minutes.,Avoid stacking pain medicines most days without advice.,"Seek care for sudden severe symptoms, weakness, speech/vision changes, confusion, or trauma.",American Heart Association,https://www.heart.org/,1
b5_camera_shop_counter_period_stand_fatigue,b5 period stand fatigue camera shop counter|camera shop counter period fatigue standing|period_stand_fatigue @camera_shop_counter|Period fatigue standing during camera shop counter,Period fatigue standing (camera shop counter),womens_health,Rest as needed; warm compress for cramp comfort if helpful.,During camera shop counter: hydrate and choose a light snack if meals were skipped.,Wear supportive comfortable clothing; avoid scented washes on irritated skin.,Track unusual bleeding or new lumps for your clinician visit.,"Seek care for severe pain, heavy bleeding, pregnancy warning signs, or fever with pelvic symptoms.",Philippine Obstetrical and Gynecological Society (POGS),https://pogsinc.org/,1
b5_camera_shop_counter_cramp_queue_menses,b5 cramp queue menses camera shop counter|camera shop counter menses cramp in queue|cramp_queue_menses @camera_shop_counter|Menses cramp in queue during camera shop counter,Menses cramp in queue (camera shop counter),womens_health,Rest as needed; warm compress for cramp comfort if helpful.,During camera shop counter: hydrate and choose a light snack if meals were skipped.,Wear supportive comfortable clothing; avoid scented washes on irritated skin.,Track unusual bleeding or new lumps for your clinician visit.,"Seek care for severe pain, heavy bleeding, pregnancy warning signs, or fever with pelvic symptoms.",FDA Philippines,https://www.fda.gov.ph/,1
b5_camera_shop_counter_breast_tender_walk,b5 breast tender walk camera shop counter|camera shop counter breast tenderness long walk|breast_tender_walk @camera_shop_counter|Breast tenderness long walk during camera shop counter,Breast tenderness long walk (camera shop counter),womens_health,Rest as needed; warm compress for cramp comfort if helpful.,During camera shop counter: hydrate and choose a light snack if meals were skipped.,Wear supportive comfortable clothing; avoid scented washes on irritated skin.,Track unusual bleeding or new lumps for your clinician visit.,"Seek care for severe pain, heavy bleeding, pregnancy warning signs, or fever with pelvic symptoms.",WHO: Health topics,https://www.who.int/health-topics,1
b5_camera_shop_counter_yeast_humid_sit,b5 yeast humid sit camera shop counter|camera shop counter yeast-type itch humid sit|yeast_humid_sit @camera_shop_counter|Yeast-type itch humid sit during camera shop counter,Yeast-type itch humid sit (camera shop counter),womens_health,Rest as needed; warm compress for cramp comfort if helpful.,During camera shop counter: hydrate and choose a light snack if meals were skipped.,Wear supportive comfortable clothing; avoid scented washes on irritated skin.,Track unusual bleeding or new lumps for your clinician visit.,"Seek care for severe pain, heavy bleeding, pregnancy warning signs, or fever with pelvic symptoms.",FDA Philippines,https://www.fda.gov.ph/,1
b5_camera_shop_counter_pregnancy_pelvic_walk,b5 pregnancy pelvic walk camera shop counter|camera shop counter pelvic heaviness pregnant walk|pregnancy_pelvic_walk @camera_shop_counter|Pelvic heaviness pregnant walk during camera shop counter,Pelvic heaviness pregnant walk (camera shop counter),womens_health,Rest as needed; warm compress for cramp comfort if helpful.,During camera shop counter: hydrate and choose a light snack if meals were skipped.,Wear supportive comfortable clothing; avoid scented washes on irritated skin.,Track unusual bleeding or new lumps for your clinician visit.,"Seek care for severe pain, heavy bleeding, pregnancy warning signs, or fever with pelvic symptoms.",Mayo Clinic: Diseases & Conditions,https://www.mayoclinic.org/diseases-conditions,1
b5_camera_shop_counter_urine_hold_meeting,b5 urine hold meeting camera shop counter|camera shop counter holding urine meeting ache|urine_hold_meeting @camera_shop_counter|Holding urine meeting ache during camera shop counter,Holding urine meeting ache (camera shop counter),urinary,Drink steady clear fluids unless your clinician restricts fluids.,During camera shop counter: do not delay urination when toilets are available.,Avoid leftover antibiotics without clinical advice.,"Note fever, back pain, or blood in urine as warning signs.","Seek care for fever with back pain, blood in urine, inability to urinate, or symptoms in pregnancy.",MedlinePlus: Health Topics,https://medlineplus.gov/healthtopics.html,1
b5_camera_shop_counter_urine_dark_heatwave,b5 urine dark heatwave camera shop counter|camera shop counter dark urine heatwave|urine_dark_heatwave @camera_shop_counter|Dark urine heatwave during camera shop counter,Dark urine heatwave (camera shop counter),urinary,Drink steady clear fluids unless your clinician restricts fluids.,During camera shop counter: do not delay urination when toilets are available.,Avoid leftover antibiotics without clinical advice.,"Note fever, back pain, or blood in urine as warning signs.","Seek care for fever with back pain, blood in urine, inability to urinate, or symptoms in pregnancy.",CDC: Diseases & Conditions,https://www.cdc.gov/diseasesconditions/,1
b5_camera_shop_counter_urine_sting_dehyd,b5 urine sting dehyd camera shop counter|camera shop counter urine sting dehydration|urine_sting_dehyd @camera_shop_counter|Urine sting dehydration during camera shop counter,Urine sting dehydration (camera shop counter),urinary,Drink steady clear fluids unless your clinician restricts fluids.,During camera shop counter: do not delay urination when toilets are available.,Avoid leftover antibiotics without clinical advice.,"Note fever, back pain, or blood in urine as warning signs.","Seek care for fever with back pain, blood in urine, inability to urinate, or symptoms in pregnancy.",FDA US: Consumer Updates,https://www.fda.gov/consumers/consumer-updates,1
b5_camera_shop_counter_flank_carry_fatigue,b5 flank carry fatigue camera shop counter|camera shop counter flank fatigue after carry|flank_carry_fatigue @camera_shop_counter|Flank fatigue after carry during camera shop counter,Flank fatigue after carry (camera shop counter),urinary,Drink steady clear fluids unless your clinician restricts fluids.,During camera shop counter: do not delay urination when toilets are available.,Avoid leftover antibiotics without clinical advice.,"Note fever, back pain, or blood in urine as warning signs.","Seek care for fever with back pain, blood in urine, inability to urinate, or symptoms in pregnancy.",National Cancer Institute,https://www.cancer.gov/,1
b5_camera_shop_counter_low_energy_skip_meal,b5 low energy skip meal camera shop counter|camera shop counter low energy skipped meal|low_energy_skip_meal @camera_shop_counter|Low energy skipped meal during camera shop counter,Low energy skipped meal (camera shop counter),general,"Pause, hydrate, and take a short rest in a safer cooler spot.",During camera shop counter: eat a balanced light snack if you skipped meals.,Read medicine labels carefully before any OTC dose.,Resume activity gradually only after you feel steady.,"Seek care if symptoms worsen, last longer than expected, or include red-flag signs for your condition.",Philippine Heart Association (PHA),https://www.philheart.org/,1
b5_camera_shop_counter_salt_cramp_labor,b5 salt cramp labor camera shop counter|camera shop counter salt sweat labor cramp|salt_cramp_labor @camera_shop_counter|Salt sweat labor cramp during camera shop counter,Salt sweat labor cramp (camera shop counter),musculoskeletal,Relative rest from the aggravating movement; keep gentle mobility.,During camera shop counter: use a cool or warm pack as comfort allows for 10–15 minutes.,Supportive posture and footwear; avoid heavy twisting lifts today.,Stop if pain becomes sharp with numbness or giving-way.,"Seek care for deformity, inability to bear weight, numbness with weakness, fever, or trauma.",FDA US: Consumer Updates,https://www.fda.gov/consumers/consumer-updates,1
b5_camera_shop_counter_dizzy_stand_fast_heat,b5 dizzy stand fast heat camera shop counter|camera shop counter dizzy stand fast in heat|dizzy_stand_fast_heat @camera_shop_counter|Dizzy stand fast in heat during camera shop counter,Dizzy stand fast in heat (camera shop counter),neurological,Rest in a quieter dimmer spot; loosen tight headwear.,During camera shop counter: sip water and unclench the jaw and shoulders.,Cool cloth on the painful area for about 10 minutes.,Avoid stacking pain medicines most days without advice.,"Seek care for sudden severe symptoms, weakness, speech/vision changes, confusion, or trauma.",WHO: Health topics,https://www.who.int/health-topics,1
b5_camera_shop_counter_medicine_empty_stomach,b5 medicine empty stomach camera shop counter|camera shop counter queasy medicine empty stomach|medicine_empty_stomach @camera_shop_counter|Queasy medicine empty stomach during camera shop counter,Queasy medicine empty stomach (camera shop counter),general,"Pause, hydrate, and take a short rest in a safer cooler spot.",During camera shop counter: eat a balanced light snack if you skipped meals.,Read medicine labels carefully before any OTC dose.,Resume activity gradually only after you feel steady.,"Seek care if symptoms worsen, last longer than expected, or include red-flag signs for your condition.",Philippine Obstetrical and Gynecological Society (POGS),https://pogsinc.org/,1
b5_camera_shop_counter_otc_label_kids_dose,b5 otc label kids dose camera shop counter|camera shop counter kids otc dose label check|otc_label_kids_dose @camera_shop_counter|Kids OTC dose label check during camera shop counter,Kids OTC dose label check (camera shop counter),general,"Pause, hydrate, and take a short rest in a safer cooler spot.",During camera shop counter: eat a balanced light snack if you skipped meals.,Read medicine labels carefully before any OTC dose.,Resume activity gradually only after you feel steady.,"Seek care if symptoms worsen, last longer than expected, or include red-flag signs for your condition.",Cleveland Clinic: Health Library,https://my.clevelandclinic.org/health,1
b5_camera_shop_counter_ors_start_early_loose,b5 ors start early loose camera shop counter|camera shop counter start ors early loose stool|ors_start_early_loose @camera_shop_counter|Start ORS early loose stool during camera shop counter,Start ORS early loose stool (camera shop counter),gastrointestinal,Sip water or ORS slowly; avoid large greasy meals for a few hours.,During camera shop counter: rest upright; a warm compress may ease mild cramps.,Choose bland foods later when appetite returns.,Do not take leftover prescription gut medicines without advice.,"Seek care for severe pain, persistent vomiting, blood in stool/vomit, dehydration, or high fever.",Mayo Clinic: Diseases & Conditions,https://www.mayoclinic.org/diseases-conditions,1
b5_camera_shop_counter_handwash_before_eat,b5 handwash before eat camera shop counter|camera shop counter handwash before eating out|handwash_before_eat @camera_shop_counter|Handwash before eating out during camera shop counter,Handwash before eating out (camera shop counter),general,"Pause, hydrate, and take a short rest in a safer cooler spot.",During camera shop counter: eat a balanced light snack if you skipped meals.,Read medicine labels carefully before any OTC dose.,Resume activity gradually only after you feel steady.,"Seek care if symptoms worsen, last longer than expected, or include red-flag signs for your condition.",WHO: Health topics,https://www.who.int/health-topics,1
b5_camera_shop_counter_mask_when_cough_public,b5 mask when cough public camera shop counter|camera shop counter mask when coughing public|mask_when_cough_public @camera_shop_counter|Mask when coughing public during camera shop counter,Mask when coughing public (camera shop counter),respiratory,Sit upright; move to cleaner air away from smoke/dust.,During camera shop counter: sip fluids; honey may soothe adults/older children (not under 1 year).,Use prescribed inhalers exactly as directed if you have them.,Pace activity until breathing eases; avoid leftover antibiotics for viral colds.,"Seek care for breathing difficulty, chest pain, blue lips, high fever, or coughing blood.",National Nutrition Council (NNC),https://nnc.gov.ph/,1
b5_camera_shop_counter_sunscreen_reapply_noon,b5 sunscreen reapply noon camera shop counter|camera shop counter sunscreen reapply noon|sunscreen_reapply_noon @camera_shop_counter|Sunscreen reapply noon during camera shop counter,Sunscreen reapply noon (camera shop counter),skin,Keep the area clean and dry; avoid scratching open.,During camera shop counter: fragrance-free moisturizer or cool compress for mild itch.,Wear breathable fabrics; change out of damp clothes.,"Do not apply butter, toothpaste, or harsh folk pastes.","Seek care for rapidly spreading redness, blistering, fever, facial swelling, or breathing trouble.",American Heart Association,https://www.heart.org/,1
b5_camera_shop_counter_mosquito_dusk_arms,b5 mosquito dusk arms camera shop counter|camera shop counter mosquito dusk arm bites|mosquito_dusk_arms @camera_shop_counter|Mosquito dusk arm bites during camera shop counter,Mosquito dusk arm bites (camera shop counter),skin,Keep the area clean and dry; avoid scratching open.,During camera shop counter: fragrance-free moisturizer or cool compress for mild itch.,Wear breathable fabrics; change out of damp clothes.,"Do not apply butter, toothpaste, or harsh folk pastes.","Seek care for rapidly spreading redness, blistering, fever, facial swelling, or breathing trouble.",MedlinePlus: Health Topics,https://medlineplus.gov/healthtopics.html,1
b5_camera_shop_counter_hydration_hour_chime,b5 hydration hour chime camera shop counter|camera shop counter hydration hourly chime|hydration_hour_chime @camera_shop_counter|Hydration hourly chime during camera shop counter,Hydration hourly chime (camera shop counter),general,"Pause, hydrate, and take a short rest in a safer cooler spot.",During camera shop counter: eat a balanced light snack if you skipped meals.,Read medicine labels carefully before any OTC dose.,Resume activity gradually only after you feel steady.,"Seek care if symptoms worsen, last longer than expected, or include red-flag signs for your condition.",MedlinePlus: Health Topics,https://medlineplus.gov/healthtopics.html,1
b5_camera_shop_counter_fruit_not_soda_break,b5 fruit not soda break camera shop counter|camera shop counter fruit not soda break|fruit_not_soda_break @camera_shop_counter|Fruit not soda break during camera shop counter,Fruit not soda break (camera shop counter),general,"Pause, hydrate, and take a short rest in a safer cooler spot.",During camera shop counter: eat a balanced light snack if you skipped meals.,Read medicine labels carefully before any OTC dose.,Resume activity gradually only after you feel steady.,"Seek care if symptoms worsen, last longer than expected, or include red-flag signs for your condition.",DOH Philippines,https://doh.gov.ph/,1
b5_camera_shop_counter_stretch_stand_hourly,b5 stretch stand hourly camera shop counter|camera shop counter hourly stand stretch|stretch_stand_hourly @camera_shop_counter|Hourly stand stretch during camera shop counter,Hourly stand stretch (camera shop counter),musculoskeletal,Relative rest from the aggravating movement; keep gentle mobility.,During camera shop counter: use a cool or warm pack as comfort allows for 10–15 minutes.,Supportive posture and footwear; avoid heavy twisting lifts today.,Stop if pain becomes sharp with numbness or giving-way.,"Seek care for deformity, inability to bear weight, numbness with weakness, fever, or trauma.",DOH Philippines,https://doh.gov.ph/,1
b5_camera_shop_counter_bp_sit_quiet_check,b5 bp sit quiet check camera shop counter|camera shop counter quiet sit before bp check|bp_sit_quiet_check @camera_shop_counter|Quiet sit before BP check during camera shop counter,Quiet sit before BP check (camera shop counter),general,"Pause, hydrate, and take a short rest in a safer cooler spot.",During camera shop counter: eat a balanced light snack if you skipped meals.,Read medicine labels carefully before any OTC dose.,Resume activity gradually only after you feel steady.,"Seek care if symptoms worsen, last longer than expected, or include red-flag signs for your condition.",CDC: Diseases & Conditions,https://www.cdc.gov/diseasesconditions/,1
b5_camera_shop_counter_voice_rest_after_host,b5 voice rest after host camera shop counter|camera shop counter voice rest after hosting|voice_rest_after_host @camera_shop_counter|Voice rest after hosting during camera shop counter,Voice rest after hosting (camera shop counter),ent,Sip warm caffeine-free fluids; rest your voice if hoarse.,During camera shop counter: saline spray/rinse may help congestion or dryness.,Avoid inserting objects deep into ears or nose.,Sleep with the head slightly elevated if pressure worsens lying flat.,"Seek care for severe pain, discharge, hearing loss, high fever, or breathing/swallowing trouble.",American Heart Association,https://www.heart.org/,1
b5_camera_shop_counter_eye_20_20_20_desk,b5 eye 20 20 20 desk camera shop counter|camera shop counter 20-20-20 desk habit|eye_20_20_20_desk @camera_shop_counter|20-20-20 desk habit during camera shop counter,20-20-20 desk habit (camera shop counter),eye,Do not rub; use lubricating drops if suitable for you.,During camera shop counter: follow 20-20-20 breaks and blink deliberately.,Reduce glare and match screen brightness to the room.,Remove contacts and switch to glasses if worn today.,"Seek care for sudden vision loss, severe pain, chemical exposure, light sensitivity with trauma, or injury.",WHO: Health topics,https://www.who.int/health-topics,1
b5_watch_repair_bench_crown_tight_band,b5 crown tight band watch repair bench|watch repair bench crown tightness band|crown_tight_band @watch_repair_bench|Crown tightness band during watch repair bench,Crown tightness band (watch repair bench),neurological,Rest in a quieter dimmer spot; loosen tight headwear.,During watch repair bench: sip water and unclench the jaw and shoulders.,Cool cloth on the painful area for about 10 minutes.,Avoid stacking pain medicines most days without advice.,"Seek care for sudden severe symptoms, weakness, speech/vision changes, confusion, or trauma.",Cleveland Clinic: Health Library,https://my.clevelandclinic.org/health,1
b5_watch_repair_bench_brow_screen_furrow,b5 brow screen furrow watch repair bench|watch repair bench brow furrow screen ache|brow_screen_furrow @watch_repair_bench|Brow furrow screen ache during watch repair bench,Brow furrow screen ache (watch repair bench),neurological,Rest in a quieter dimmer spot; loosen tight headwear.,During watch repair bench: sip water and unclench the jaw and shoulders.,Cool cloth on the painful area for about 10 minutes.,Avoid stacking pain medicines most days without advice.,"Seek care for sudden severe symptoms, weakness, speech/vision changes, confusion, or trauma.",American Academy of Family Physicians (AAFP),https://www.aafp.org/,1
b5_watch_repair_bench_occiput_phone_bend,b5 occiput phone bend watch repair bench|watch repair bench occiput ache phone bend|occiput_phone_bend @watch_repair_bench|Occiput ache phone bend during watch repair bench,Occiput ache phone bend (watch repair bench),neurological,Rest in a quieter dimmer spot; loosen tight headwear.,During watch repair bench: sip water and unclench the jaw and shoulders.,Cool cloth on the painful area for about 10 minutes.,Avoid stacking pain medicines most days without advice.,"Seek care for sudden severe symptoms, weakness, speech/vision changes, confusion, or trauma.",FDA Philippines,https://www.fda.gov.ph/,1
b5_watch_repair_bench_temple_noise_crowd,b5 temple noise crowd watch repair bench|watch repair bench temple ache noisy crowd|temple_noise_crowd @watch_repair_bench|Temple ache noisy crowd during watch repair bench,Temple ache noisy crowd (watch repair bench),neurological,Rest in a quieter dimmer spot; loosen tight headwear.,During watch repair bench: sip water and unclench the jaw and shoulders.,Cool cloth on the painful area for about 10 minutes.,Avoid stacking pain medicines most days without advice.,"Seek care for sudden severe symptoms, weakness, speech/vision changes, confusion, or trauma.",DOH Philippines,https://doh.gov.ph/,1
b5_watch_repair_bench_eye_dry_fan_blast,b5 eye dry fan blast watch repair bench|watch repair bench dry eyes fan blast|eye_dry_fan_blast @watch_repair_bench|Dry eyes fan blast during watch repair bench,Dry eyes fan blast (watch repair bench),eye,Do not rub; use lubricating drops if suitable for you.,During watch repair bench: follow 20-20-20 breaks and blink deliberately.,Reduce glare and match screen brightness to the room.,Remove contacts and switch to glasses if worn today.,"Seek care for sudden vision loss, severe pain, chemical exposure, light sensitivity with trauma, or injury.",National Nutrition Council (NNC),https://nnc.gov.ph/,1
b5_watch_repair_bench_eye_burn_chlorine_mist,b5 eye burn chlorine mist watch repair bench|watch repair bench eye burn chlorine mist|eye_burn_chlorine_mist @watch_repair_bench|Eye burn chlorine mist during watch repair bench,Eye burn chlorine mist (watch repair bench),eye,Do not rub; use lubricating drops if suitable for you.,During watch repair bench: follow 20-20-20 breaks and blink deliberately.,Reduce glare and match screen brightness to the room.,Remove contacts and switch to glasses if worn today.,"Seek care for sudden vision loss, severe pain, chemical exposure, light sensitivity with trauma, or injury.",American Heart Association,https://www.heart.org/,1
b5_watch_repair_bench_lid_twitch_fatigue,b5 lid twitch fatigue watch repair bench|watch repair bench eyelid twitch fatigue|lid_twitch_fatigue @watch_repair_bench|Eyelid twitch fatigue during watch repair bench,Eyelid twitch fatigue (watch repair bench),eye,Do not rub; use lubricating drops if suitable for you.,During watch repair bench: follow 20-20-20 breaks and blink deliberately.,Reduce glare and match screen brightness to the room.,Remove contacts and switch to glasses if worn today.,"Seek care for sudden vision loss, severe pain, chemical exposure, light sensitivity with trauma, or injury.",NHS: Conditions A–Z,https://www.nhs.uk/conditions/,1
b5_watch_repair_bench_floaters_notice_mild,b5 floaters notice mild watch repair bench|watch repair bench noticing mild floaters|floaters_notice_mild @watch_repair_bench|Noticing mild floaters during watch repair bench,Noticing mild floaters (watch repair bench),eye,Do not rub; use lubricating drops if suitable for you.,During watch repair bench: follow 20-20-20 breaks and blink deliberately.,Reduce glare and match screen brightness to the room.,Remove contacts and switch to glasses if worn today.,"Seek care for sudden vision loss, severe pain, chemical exposure, light sensitivity with trauma, or injury.",NHS: Conditions A–Z,https://www.nhs.uk/conditions/,1
b5_watch_repair_bench_nasal_crust_dry,b5 nasal crust dry watch repair bench|watch repair bench dry nasal crusting|nasal_crust_dry @watch_repair_bench|Dry nasal crusting during watch repair bench,Dry nasal crusting (watch repair bench),ent,Sip warm caffeine-free fluids; rest your voice if hoarse.,During watch repair bench: saline spray/rinse may help congestion or dryness.,Avoid inserting objects deep into ears or nose.,Sleep with the head slightly elevated if pressure worsens lying flat.,"Seek care for severe pain, discharge, hearing loss, high fever, or breathing/swallowing trouble.",Philippine Heart Association (PHA),https://www.philheart.org/,1
b5_watch_repair_bench_sinus_weather_shift,b5 sinus weather shift watch repair bench|watch repair bench sinus weather shift ache|sinus_weather_shift @watch_repair_bench|Sinus weather shift ache during watch repair bench,Sinus weather shift ache (watch repair bench),ent,Sip warm caffeine-free fluids; rest your voice if hoarse.,During watch repair bench: saline spray/rinse may help congestion or dryness.,Avoid inserting objects deep into ears or nose.,Sleep with the head slightly elevated if pressure worsens lying flat.,"Seek care for severe pain, discharge, hearing loss, high fever, or breathing/swallowing trouble.",NIH: Health Information,https://www.nih.gov/health-information,1
b5_watch_repair_bench_ear_pressure_tunnel,b5 ear pressure tunnel watch repair bench|watch repair bench ear pressure in tunnel|ear_pressure_tunnel @watch_repair_bench|Ear pressure in tunnel during watch repair bench,Ear pressure in tunnel (watch repair bench),ent,Sip warm caffeine-free fluids; rest your voice if hoarse.,During watch repair bench: saline spray/rinse may help congestion or dryness.,Avoid inserting objects deep into ears or nose.,Sleep with the head slightly elevated if pressure worsens lying flat.,"Seek care for severe pain, discharge, hearing loss, high fever, or breathing/swallowing trouble.",FDA Philippines,https://www.fda.gov.ph/,1
b5_watch_repair_bench_ear_itch_headphone,b5 ear itch headphone watch repair bench|watch repair bench ear itch from headphones|ear_itch_headphone @watch_repair_bench|Ear itch from headphones during watch repair bench,Ear itch from headphones (watch repair bench),ent,Sip warm caffeine-free fluids; rest your voice if hoarse.,During watch repair bench: saline spray/rinse may help congestion or dryness.,Avoid inserting objects deep into ears or nose.,Sleep with the head slightly elevated if pressure worsens lying flat.,"Seek care for severe pain, discharge, hearing loss, high fever, or breathing/swallowing trouble.",American Heart Association,https://www.heart.org/,1
b5_watch_repair_bench_throat_dry_ac_blast,b5 throat dry ac blast watch repair bench|watch repair bench dry throat ac blast|throat_dry_ac_blast @watch_repair_bench|Dry throat AC blast during watch repair bench,Dry throat AC blast (watch repair bench),respiratory,Sit upright; move to cleaner air away from smoke/dust.,During watch repair bench: sip fluids; honey may soothe adults/older children (not under 1 year).,Use prescribed inhalers exactly as directed if you have them.,Pace activity until breathing eases; avoid leftover antibiotics for viral colds.,"Seek care for breathing difficulty, chest pain, blue lips, high fever, or coughing blood.",American Heart Association,https://www.heart.org/,1
b5_watch_repair_bench_tickle_cough_dust_bin,b5 tickle cough dust bin watch repair bench|watch repair bench tickle cough dust bin|tickle_cough_dust_bin @watch_repair_bench|Tickle cough dust bin during watch repair bench,Tickle cough dust bin (watch repair bench),respiratory,Sit upright; move to cleaner air away from smoke/dust.,During watch repair bench: sip fluids; honey may soothe adults/older children (not under 1 year).,Use prescribed inhalers exactly as directed if you have them.,Pace activity until breathing eases; avoid leftover antibiotics for viral colds.,"Seek care for breathing difficulty, chest pain, blue lips, high fever, or coughing blood.",DOH Philippines,https://doh.gov.ph/,1
b5_watch_repair_bench_voice_rasp_outdoor,b5 voice rasp outdoor watch repair bench|watch repair bench raspy voice outdoors|voice_rasp_outdoor @watch_repair_bench|Raspy voice outdoors during watch repair bench,Raspy voice outdoors (watch repair bench),ent,Sip warm caffeine-free fluids; rest your voice if hoarse.,During watch repair bench: saline spray/rinse may help congestion or dryness.,Avoid inserting objects deep into ears or nose.,Sleep with the head slightly elevated if pressure worsens lying flat.,"Seek care for severe pain, discharge, hearing loss, high fever, or breathing/swallowing trouble.",National Nutrition Council (NNC),https://nnc.gov.ph/,1
b5_watch_repair_bench_chest_wall_cough_fit,b5 chest wall cough fit watch repair bench|watch repair bench chest wall after cough fit|chest_wall_cough_fit @watch_repair_bench|Chest wall after cough fit during watch repair bench,Chest wall after cough fit (watch repair bench),musculoskeletal,Relative rest from the aggravating movement; keep gentle mobility.,During watch repair bench: use a cool or warm pack as comfort allows for 10–15 minutes.,Supportive posture and footwear; avoid heavy twisting lifts today.,Stop if pain becomes sharp with numbness or giving-way.,"Seek care for deformity, inability to bear weight, numbness with weakness, fever, or trauma.",National Nutrition Council (NNC),https://nnc.gov.ph/,1
b5_watch_repair_bench_short_breath_humid,b5 short breath humid watch repair bench|watch repair bench mild breathlessness humidity|short_breath_humid @watch_repair_bench|Mild breathlessness humidity during watch repair bench,Mild breathlessness humidity (watch repair bench),respiratory,Sit upright; move to cleaner air away from smoke/dust.,During watch repair bench: sip fluids; honey may soothe adults/older children (not under 1 year).,Use prescribed inhalers exactly as directed if you have them.,Pace activity until breathing eases; avoid leftover antibiotics for viral colds.,"Seek care for breathing difficulty, chest pain, blue lips, high fever, or coughing blood.",American Academy of Family Physicians (AAFP),https://www.aafp.org/,1
